region,month_name,total_sales
South,Mar,199416.0
South,Jan,184979.0
East,Apr,310907.0
East,Nov,283261.0
Central,May,228443.0
East,Mar,288261.0
Central,Oct,215930.0
South,Nov,180898.0
Central,Apr,230332.0
South,Jul,128973.0
Central,Mar,254246.0
East,Jan,301098.0
West,Apr,315744.0
East,Sep,262021.0
South,Sep,178705.0
West,Aug,263904.0
Central,Nov,207866.0
South,Feb,175639.0
West,Mar,290083.0
South,Dec,198791.0
East,Feb,287916.0
West,Dec,373104.0
West,Sep,293200.0
Central,Sep,207763.0
South,Aug,179313.0
East,Jun,268767.0
West,Jan,324254.0
South,Apr,188953.0
Central,Dec,236076.0
West,Oct,296819.0
Central,Jun,213453.0
Central,Aug,249532.0
East,Oct,346055.0
West,Jun,300588.0
West,Jul,307194.0
West,Nov,313094.0
East,Dec,319215.0
South,Jun,172901.0
East,Jul,289524.0
East,May,299584.0
South,Oct,213251.0
Central,Jul,233351.0
Central,Jan,219319.0
East,Aug,271696.0
Central,Feb,237553.0
South,May,204176.0
West,May,289840.0
West,Feb,219482.0
