category,month,total_sales,total_profit
Furniture,Sep,231326.0,39614.0
Furniture,Oct,212053.0,38840.0
Furniture,Mar,266415.0,48771.0
Office Supplies,Feb,601143.0,106503.0
Technology,Jul,234849.0,40236.0
Office Supplies,Dec,667125.0,116062.0
Furniture,Aug,220717.0,40256.0
Office Supplies,Jul,611127.0,111291.0
Office Supplies,Jun,576452.0,105178.0
Technology,Sep,202016.0,36696.0
Technology,Dec,287891.0,51434.0
Technology,Jun,239851.0,43835.0
Office Supplies,Jan,682223.0,117781.0
Technology,Aug,214711.0,37784.0
Technology,Oct,262556.0,44817.0
Technology,Jan,222829.0,40559.0
Office Supplies,Mar,662455.0,111560.0
Office Supplies,Aug,594156.0,104702.0
Office Supplies,Sep,588781.0,104832.0
Office Supplies,Oct,668955.0,117241.0
Furniture,Nov,204444.0,35267.0
Office Supplies,Nov,596128.0,101397.0
Technology,May,214859.0,36313.0
Furniture,Feb,173989.0,32344.0
Office Supplies,Apr,625162.0,109080.0
Furniture,Jan,204212.0,35417.0
Furniture,Jun,201246.0,34859.0
Technology,Nov,251214.0,45182.0
Technology,Mar,192846.0,33168.0
Technology,Feb,198639.0,32617.0
Furniture,Apr,220039.0,39353.0
Technology,Apr,281218.0,48207.0
Furniture,Dec,252847.0,46375.0
Office Supplies,May,682054.0,122567.0
Furniture,Jul,191975.0,33989.0
Furniture,May,209179.0,38809.0
