state,total_sales,total_customers
Alabama,53152.0,20
Arizona,310990.0,71
Arkansas,55415.0,5
California,2117765.0,468
Colorado,242190.0,51
Connecticut,79529.0,18
Delaware,79057.0,17
District of Columbia,6729.0,2
Florida,394979.0,78
Georgia,140453.0,53
Illinois,466273.0,120
Indiana,124674.0,30
Iowa,23817.0,12
Kansas,36327.0,4
Kentucky,266427.0,40
Louisiana,57727.0,24
Maryland,37363.0,9
Massachusetts,127428.0,29
Michigan,214855.0,43
Minnesota,170273.0,28
Mississippi,59791.0,11
Missouri,67416.0,21
Nebraska,1886.0,3
Nevada,16288.0,11
New Hampshire,25673.0,7
New Jersey,174564.0,37
New Mexico,5662.0,8
New York,1070299.0,253
North Carolina,305129.0,83
Ohio,528705.0,123
Oklahoma,40230.0,8
Oregon,35846.0,5
Pennsylvania,576387.0,132
Rhode Island,56400.0,10
South Dakota,2397.0,4
Tennessee,167950.0,42
Texas,1021594.0,217
Utah,64050.0,18
Virginia,230989.0,50
Washington,489338.0,128
Wisconsin,69385.0,23
