segment,month_name,total_sales,total_profit
Corporate,Oct,379223.0,66138.0
Home Office,Jul,233020.0,42767.0
Consumer,Jul,564247.0,98459.0
Corporate,Mar,321408.0,54816.0
Consumer,Nov,566348.0,97051.0
Home Office,Aug,202168.0,36576.0
Consumer,Aug,586720.0,104742.0
Corporate,Aug,327758.0,56658.0
Home Office,Apr,213438.0,37201.0
Consumer,Jun,563390.0,101642.0
Consumer,May,628303.0,111446.0
Home Office,Sep,191830.0,33798.0
Corporate,Jul,328564.0,57947.0
Corporate,Dec,404715.0,70026.0
Corporate,May,359755.0,63929.0
Corporate,Apr,376066.0,64509.0
Home Office,May,218077.0,39840.0
Home Office,Jan,212131.0,39270.0
Home Office,Jun,190633.0,35176.0
Consumer,Sep,588794.0,104032.0
Home Office,Mar,234453.0,39044.0
Consumer,Apr,637301.0,112580.0
Home Office,Nov,204472.0,36009.0
Home Office,Oct,229196.0,40489.0
Consumer,Dec,665560.0,120450.0
Corporate,Nov,382894.0,65875.0
Corporate,Sep,331067.0,58986.0
Corporate,Feb,340320.0,56534.0
Home Office,Feb,186113.0,33898.0
Consumer,Mar,642900.0,113521.0
Consumer,Oct,625870.0,110552.0
Corporate,Jan,435256.0,73609.0
Consumer,Jan,558057.0,98181.0
Corporate,Jun,355398.0,64216.0
Home Office,Dec,225922.0,38616.0
Consumer,Feb,538558.0,97790.0
