region,month_name,total_sales
South,Mar,215569.0
South,Jan,202688.0
East,Apr,334175.0
East,Nov,302130.0
Central,May,251129.0
East,Mar,308952.0
Central,Oct,229858.0
South,Nov,200565.0
Central,Apr,252471.0
South,Jul,140493.0
Central,Mar,276533.0
East,Jan,317671.0
West,Apr,339899.0
East,Sep,295192.0
South,Sep,196717.0
West,Aug,289262.0
Central,Nov,223905.0
South,Feb,192271.0
West,Mar,327615.0
South,Dec,218897.0
East,Feb,308126.0
West,Dec,397315.0
West,Sep,319774.0
Central,Sep,222111.0
South,Aug,189814.0
East,Jun,287860.0
West,Jan,355168.0
South,Apr,209865.0
Central,Dec,255776.0
West,Oct,323111.0
Central,Jun,229581.0
Central,Aug,266645.0
East,Oct,368322.0
West,Jun,323522.0
West,Jul,327269.0
West,Nov,335947.0
East,Dec,347057.0
South,Jun,193823.0
East,Jul,314818.0
East,May,327920.0
South,Oct,229914.0
Central,Jul,262554.0
Central,Jan,250241.0
East,Aug,293830.0
Central,Feb,250269.0
South,May,222344.0
West,May,322440.0
West,Feb,238853.0
