category,month,total_sales,total_profit
Furniture,Sep,271868.0,47135.0
Furniture,Oct,263250.0,47201.0
Furniture,Mar,298365.0,54847.0
Office Supplies,Feb,729855.0,129870.0
Technology,Jul,304584.0,51104.0
Office Supplies,Dec,800311.0,138760.0
Furniture,Aug,257209.0,46319.0
Office Supplies,Jul,729815.0,132327.0
Office Supplies,Jun,706371.0,128038.0
Technology,Sep,244258.0,43801.0
Technology,Dec,332067.0,60375.0
Technology,Jun,305009.0,54597.0
Office Supplies,Jan,810987.0,141662.0
Technology,Aug,254288.0,45124.0
Technology,Oct,318269.0,54082.0
Technology,Jan,281105.0,49598.0
Office Supplies,Mar,790692.0,133606.0
Office Supplies,Aug,708168.0,124345.0
Office Supplies,Sep,709736.0,125562.0
Office Supplies,Oct,790944.0,137944.0
Furniture,Nov,244577.0,42283.0
Office Supplies,Nov,727509.0,124373.0
Technology,May,253990.0,43461.0
Furniture,Feb,239977.0,44822.0
Office Supplies,Apr,735296.0,129123.0
Furniture,Jan,251386.0,44155.0
Furniture,Jun,234748.0,40630.0
Technology,Nov,288404.0,51925.0
Technology,Mar,232660.0,40529.0
Technology,Feb,236146.0,38556.0
Furniture,Apr,275199.0,48603.0
Technology,Apr,336492.0,57563.0
Furniture,Dec,291647.0,53381.0
Office Supplies,May,800324.0,143133.0
Furniture,Jul,245077.0,42195.0
Furniture,May,250534.0,46148.0
