region,month_name,total_sales
South,Mar,232587.0
South,Jan,215332.0
East,Apr,372565.0
East,Nov,327685.0
Central,May,269244.0
East,Mar,338393.0
Central,Oct,268331.0
South,Nov,225997.0
Central,Apr,279513.0
South,Jul,158805.0
Central,Mar,298685.0
East,Jan,353685.0
West,Apr,364872.0
East,Sep,317263.0
South,Sep,205508.0
West,Aug,312516.0
Central,Nov,252663.0
South,Feb,208819.0
West,Mar,347098.0
South,Dec,233631.0
East,Feb,330904.0
West,Dec,422619.0
West,Sep,354013.0
Central,Sep,246898.0
South,Aug,204953.0
East,Jun,312222.0
West,Jan,388700.0
South,Apr,223973.0
Central,Dec,285487.0
West,Oct,349369.0
Central,Jun,253646.0
Central,Aug,290147.0
East,Oct,389872.0
West,Jun,347590.0
West,Jul,353368.0
West,Nov,358600.0
East,Dec,369665.0
South,Jun,208626.0
East,Jul,355886.0
East,May,354072.0
South,Oct,249524.0
Central,Jul,284774.0
Central,Jan,280725.0
East,Aug,319429.0
Central,Feb,275595.0
South,May,243731.0
West,May,351135.0
West,Feb,263981.0
