region,month_name,total_sales
South,Mar,226177.0
South,Jan,213677.0
East,Apr,361595.0
East,Nov,318329.0
Central,May,263981.0
East,Mar,329014.0
Central,Oct,254693.0
South,Nov,222774.0
Central,Apr,271077.0
South,Jul,152811.0
Central,Mar,290567.0
East,Jan,338142.0
West,Apr,360417.0
East,Sep,311629.0
South,Sep,202727.0
West,Aug,307983.0
Central,Nov,247499.0
South,Feb,204610.0
West,Mar,344083.0
South,Dec,229955.0
East,Feb,327729.0
West,Dec,417264.0
West,Sep,347793.0
Central,Sep,239112.0
South,Aug,203228.0
East,Jun,308999.0
West,Jan,381983.0
South,Apr,221897.0
Central,Dec,273941.0
West,Oct,344722.0
Central,Jun,245810.0
Central,Aug,284447.0
East,Oct,380881.0
West,Jun,342691.0
West,Jul,349002.0
West,Nov,352544.0
East,Dec,364529.0
South,Jun,204906.0
East,Jul,339108.0
East,May,350236.0
South,Oct,246500.0
Central,Jul,278589.0
Central,Jan,265618.0
East,Aug,314121.0
Central,Feb,269566.0
South,May,238950.0
West,May,343974.0
West,Feb,255113.0
