region,month_name,total_sales
South,Mar,158320.0
South,Jan,140114.0
East,Apr,235409.0
East,Nov,220196.0
Central,May,186883.0
East,Mar,230350.0
Central,Oct,177237.0
South,Nov,137730.0
Central,Apr,189626.0
South,Jul,98291.0
Central,Mar,212493.0
East,Jan,244431.0
West,Apr,237369.0
East,Sep,206912.0
South,Sep,138952.0
West,Aug,210991.0
Central,Nov,163486.0
South,Feb,150072.0
West,Mar,236131.0
South,Dec,159542.0
East,Feb,219803.0
West,Dec,278147.0
West,Sep,218915.0
Central,Sep,173676.0
South,Aug,138282.0
East,Jun,189406.0
West,Jan,248804.0
South,Apr,131957.0
Central,Dec,172337.0
West,Oct,239616.0
Central,Jun,167758.0
Central,Aug,177586.0
East,Oct,275069.0
West,Jun,226179.0
West,Jul,229351.0
West,Nov,242101.0
East,Dec,240943.0
South,Jun,125975.0
East,Jul,210931.0
East,May,221994.0
South,Oct,168623.0
Central,Jul,185317.0
Central,Jan,169036.0
East,Aug,221756.0
Central,Feb,181498.0
South,May,162791.0
West,May,218060.0
West,Feb,165816.0
