category,month,total_sales,total_profit
Furniture,Sep,205295.0,34751.0
Furniture,Oct,196944.0,36154.0
Furniture,Mar,241953.0,44263.0
Office Supplies,Feb,549112.0,96853.0
Technology,Jul,203871.0,35668.0
Office Supplies,Dec,615057.0,106978.0
Furniture,Aug,196623.0,35578.0
Office Supplies,Jul,560878.0,101903.0
Office Supplies,Jun,539429.0,99512.0
Technology,Sep,186191.0,33786.0
Technology,Dec,264950.0,47529.0
Technology,Jun,218656.0,40056.0
Office Supplies,Jan,622032.0,107211.0
Technology,Aug,200484.0,34953.0
Technology,Oct,247054.0,42333.0
Technology,Jan,206366.0,37426.0
Office Supplies,Mar,599921.0,100970.0
Office Supplies,Aug,540496.0,95333.0
Office Supplies,Sep,534455.0,94752.0
Office Supplies,Oct,611175.0,107691.0
Furniture,Nov,188494.0,32140.0
Office Supplies,Nov,549805.0,93612.0
Technology,May,198094.0,33097.0
Furniture,Feb,160569.0,30006.0
Office Supplies,Apr,550531.0,97032.0
Furniture,Jan,186152.0,32317.0
Furniture,Jun,185803.0,32029.0
Technology,Nov,229824.0,40722.0
Technology,Mar,179518.0,30559.0
Technology,Feb,174400.0,29457.0
Furniture,Apr,208238.0,37273.0
Technology,Apr,258779.0,43621.0
Furniture,Dec,230651.0,42897.0
Office Supplies,May,616050.0,111010.0
Furniture,Jul,176141.0,31374.0
Furniture,May,192376.0,35597.0
