region,month_name,total_sales
South,Mar,154450.0
Central,Sep,165141.0
South,Aug,133894.0
South,Jan,135626.0
East,Jun,181093.0
West,Jan,233937.0
South,Apr,124667.0
East,Apr,210000.0
East,Nov,213499.0
Central,Dec,164554.0
West,Oct,228705.0
Central,May,180628.0
Central,Jun,159913.0
East,Mar,210096.0
Central,Aug,166867.0
East,Oct,256115.0
Central,Oct,165627.0
South,Nov,134216.0
West,Jun,203631.0
Central,Apr,183294.0
South,Jul,96043.0
West,Jul,218134.0
West,Nov,231487.0
Central,Mar,207293.0
East,Jan,224695.0
West,Apr,213585.0
East,Sep,199188.0
East,Dec,228413.0
South,Jun,121778.0
East,Jul,199618.0
East,May,215467.0
South,Sep,134642.0
West,Aug,199758.0
South,Oct,161304.0
Central,Jul,170204.0
Central,Jan,158930.0
East,Aug,211296.0
Central,Nov,156937.0
South,Feb,147006.0
West,Mar,215260.0
Central,Feb,176379.0
South,Dec,155161.0
East,Feb,206499.0
South,May,154387.0
West,Dec,268585.0
West,Sep,198871.0
West,May,197460.0
West,Feb,158939.0
