region,month_name,total_sales
South,Mar,185759.0
South,Jan,168697.0
East,Apr,269829.0
East,Nov,250784.0
Central,May,205193.0
East,Mar,258386.0
Central,Oct,193245.0
South,Nov,170539.0
Central,Apr,209544.0
South,Jul,113338.0
Central,Mar,227914.0
East,Jan,275264.0
West,Apr,276795.0
East,Sep,235112.0
South,Sep,162469.0
West,Aug,236855.0
Central,Nov,187553.0
South,Feb,165519.0
West,Mar,265319.0
South,Dec,182288.0
East,Feb,248557.0
West,Dec,310320.0
West,Sep,252784.0
Central,Sep,192773.0
South,Aug,160002.0
East,Jun,241614.0
West,Jan,279189.0
South,Apr,153604.0
Central,Dec,202391.0
West,Oct,262360.0
Central,Jun,190474.0
Central,Aug,209147.0
East,Oct,313048.0
West,Jun,268747.0
West,Jul,273415.0
West,Nov,269727.0
East,Dec,269427.0
South,Jun,151541.0
East,Jul,255954.0
East,May,263188.0
South,Oct,193427.0
Central,Jul,210376.0
Central,Jan,195116.0
East,Aug,252323.0
Central,Feb,215964.0
South,May,181274.0
West,May,257332.0
West,Feb,187261.0
