segment,month_name,total_sales,total_profit
Corporate,Oct,378148.0,65992.0
Home Office,Jul,232705.0,42706.0
Consumer,Jul,560671.0,97966.0
Corporate,Mar,320380.0,54655.0
Consumer,Nov,558648.0,96087.0
Home Office,Aug,200687.0,36317.0
Consumer,Aug,584942.0,104426.0
Corporate,Aug,325456.0,56227.0
Home Office,Apr,212936.0,37096.0
Consumer,Jun,560716.0,101018.0
Consumer,May,624070.0,110782.0
Home Office,Sep,190316.0,33462.0
Corporate,Jul,327366.0,57689.0
Corporate,Dec,403623.0,69842.0
Corporate,May,359084.0,63858.0
Corporate,Apr,371779.0,63938.0
Home Office,May,215952.0,39539.0
Home Office,Jan,210807.0,39127.0
Home Office,Jun,188046.0,34779.0
Consumer,Sep,583584.0,102993.0
Home Office,Mar,233399.0,38799.0
Consumer,Apr,633208.0,111861.0
Home Office,Nov,204024.0,35890.0
Home Office,Oct,228818.0,40424.0
Consumer,Dec,657040.0,118650.0
Corporate,Nov,380046.0,65321.0
Corporate,Sep,329981.0,58724.0
Corporate,Feb,339297.0,56392.0
Home Office,Feb,182868.0,33256.0
Consumer,Mar,638040.0,112686.0
Consumer,Oct,622043.0,109835.0
Corporate,Jan,433421.0,73300.0
Consumer,Jan,555192.0,97548.0
Corporate,Jun,354425.0,64068.0
Home Office,Dec,225922.0,38616.0
Consumer,Feb,535553.0,97309.0
