state,total_sales,total_customers
Alabama,64835.0,34
Arizona,337458.0,108
Arkansas,55819.0,6
California,2279819.0,649
Colorado,262952.0,74
Connecticut,81546.0,23
Delaware,85425.0,23
District of Columbia,6729.0,2
Florida,430137.0,105
Georgia,158385.0,75
Illinois,517107.0,166
Indiana,133471.0,40
Iowa,27185.0,15
Kansas,36327.0,4
Kentucky,290666.0,53
Louisiana,59927.0,26
Maryland,39618.0,13
Massachusetts,151498.0,46
Michigan,234447.0,58
Minnesota,193143.0,44
Mississippi,63487.0,18
Missouri,75360.0,26
Nebraska,4094.0,6
Nevada,24966.0,15
New Hampshire,26751.0,10
New Jersey,187629.0,47
New Mexico,8979.0,12
New York,1173440.0,349
North Carolina,340310.0,121
Ohio,560120.0,161
Oklahoma,45216.0,13
Oregon,37626.0,7
Pennsylvania,633421.0,190
Rhode Island,58870.0,15
South Dakota,4821.0,5
Tennessee,179955.0,56
Texas,1133768.0,330
Utah,82362.0,26
Virginia,245057.0,65
Washington,549878.0,171
Wisconsin,85551.0,33
