category,month,total_sales,total_profit
Furniture,Sep,271258.0,47001.0
Furniture,Oct,262391.0,46997.0
Furniture,Mar,297185.0,54732.0
Office Supplies,Feb,728109.0,129478.0
Technology,Jul,302832.0,50761.0
Office Supplies,Dec,797633.0,138379.0
Furniture,Aug,256170.0,46105.0
Office Supplies,Jul,727641.0,131784.0
Office Supplies,Jun,705448.0,127860.0
Technology,Sep,243875.0,43709.0
Technology,Dec,331754.0,60331.0
Technology,Jun,304840.0,54555.0
Office Supplies,Jan,807720.0,140956.0
Technology,Aug,253049.0,44856.0
Technology,Oct,316991.0,53857.0
Technology,Jan,280138.0,49471.0
Office Supplies,Mar,789129.0,133299.0
Office Supplies,Aug,705158.0,123928.0
Office Supplies,Sep,708207.0,125401.0
Office Supplies,Oct,788607.0,137355.0
Furniture,Nov,244461.0,42254.0
Office Supplies,Nov,724938.0,123910.0
Technology,May,252423.0,43204.0
Furniture,Feb,239405.0,44733.0
Office Supplies,Apr,732172.0,128525.0
Furniture,Jan,250736.0,44092.0
Furniture,Jun,234563.0,40578.0
Technology,Nov,287566.0,51803.0
Technology,Mar,232660.0,40529.0
Technology,Feb,235664.0,38502.0
Furniture,Apr,274294.0,48413.0
Technology,Apr,335445.0,57397.0
Furniture,Dec,290314.0,53062.0
Office Supplies,May,797485.0,142677.0
Furniture,Jul,243227.0,41845.0
Furniture,May,249483.0,45975.0
