region,month_name,total_sales
South,Mar,253073.0
South,Jan,242994.0
East,Apr,398047.0
East,Nov,359315.0
Central,May,295421.0
East,Mar,374560.0
Central,Oct,294847.0
South,Nov,242084.0
Central,Apr,315017.0
South,Jul,181695.0
Central,Mar,330279.0
East,Jan,388830.0
West,Apr,412666.0
East,Sep,370205.0
South,Sep,219865.0
West,Aug,347279.0
Central,Nov,277255.0
South,Feb,229367.0
West,Mar,376940.0
South,Dec,247530.0
East,Feb,393344.0
West,Dec,466706.0
West,Sep,399401.0
Central,Sep,269432.0
South,Aug,223219.0
East,Jun,349970.0
West,Jan,433340.0
South,Apr,249551.0
Central,Dec,322307.0
West,Oct,402215.0
Central,Jun,294472.0
Central,Aug,313230.0
East,Oct,424595.0
West,Jun,385840.0
West,Jul,390808.0
West,Nov,393386.0
East,Dec,411453.0
South,Jun,237293.0
East,Jul,394502.0
East,May,379524.0
South,Oct,281665.0
Central,Jul,325745.0
Central,Jan,304662.0
East,Aug,353523.0
Central,Feb,311062.0
South,May,269547.0
West,May,392874.0
West,Feb,290816.0
