state,total_sales,total_customers
Alabama,49565.0,13
Arizona,297571.0,58
Arkansas,54031.0,4
California,2019507.0,389
Colorado,239236.0,48
Connecticut,79529.0,18
Delaware,74040.0,12
District of Columbia,5512.0,1
Florida,381532.0,64
Georgia,131209.0,43
Illinois,439863.0,95
Indiana,122298.0,25
Iowa,19415.0,7
Kansas,36327.0,4
Kentucky,251899.0,36
Louisiana,55760.0,21
Maryland,33396.0,7
Massachusetts,121551.0,24
Michigan,208083.0,36
Minnesota,163970.0,23
Mississippi,59142.0,10
Missouri,66760.0,19
Nebraska,1395.0,2
Nevada,16189.0,10
New Hampshire,24215.0,5
New Jersey,169573.0,29
New Mexico,4889.0,6
New York,1028197.0,209
North Carolina,291852.0,66
Ohio,516066.0,107
Oklahoma,39766.0,7
Oregon,34607.0,3
Pennsylvania,557797.0,113
Rhode Island,52949.0,7
South Dakota,1438.0,3
Tennessee,162246.0,33
Texas,992351.0,176
Utah,62786.0,16
Virginia,223529.0,43
Washington,459809.0,107
Wisconsin,68702.0,21
