segment,month_name,total_sales,total_profit
Corporate,Oct,242970.0,42169.0
Home Office,Jul,126668.0,22622.0
Consumer,Jul,325637.0,58930.0
Corporate,Mar,214907.0,36159.0
Consumer,Nov,314510.0,53674.0
Home Office,Aug,119840.0,20879.0
Consumer,Aug,359033.0,65210.0
Corporate,Aug,201017.0,35094.0
Home Office,Apr,120044.0,20585.0
Consumer,Jun,324561.0,58600.0
Consumer,May,355989.0,62912.0
Home Office,Sep,93967.0,15409.0
Corporate,Jul,191950.0,35112.0
Corporate,Dec,262237.0,46311.0
Corporate,May,234444.0,41619.0
Corporate,Apr,229681.0,39966.0
Home Office,May,127136.0,23511.0
Home Office,Jan,130789.0,24364.0
Home Office,Jun,103531.0,19215.0
Consumer,Sep,352307.0,60376.0
Home Office,Mar,148609.0,23463.0
Consumer,Apr,342801.0,60789.0
Home Office,Nov,135629.0,23768.0
Home Office,Oct,154586.0,27035.0
Consumer,Dec,386046.0,68183.0
Corporate,Nov,245901.0,39968.0
Corporate,Sep,195505.0,34177.0
Corporate,Feb,216356.0,36195.0
Home Office,Feb,110968.0,19778.0
Consumer,Mar,389224.0,69456.0
Consumer,Oct,380555.0,66278.0
Corporate,Jan,259205.0,44782.0
Consumer,Jan,330809.0,59801.0
Corporate,Jun,202143.0,35660.0
Home Office,Dec,136691.0,22272.0
Consumer,Feb,328642.0,60939.0
