state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,106,1
Alabama,Binders,71,2
Alabama,Furnishings,48,3
Alabama,Accessories,35,4
Alabama,Chairs,31,5
Alabama,Storage,23,6
Alabama,Envelopes,22,7
Alabama,Art,18,8
Alabama,Tables,18,8
Alabama,Phones,16,10
Alabama,Appliances,15,11
Alabama,Labels,13,12
Alabama,Bookcases,13,12
Alabama,Fasteners,9,14
Alabama,Supplies,3,15
Arizona,Paper,344,1
Arizona,Binders,291,2
Arizona,Furnishings,278,3
Arizona,Phones,261,4
Arizona,Art,229,5
Arizona,Accessories,189,6
Arizona,Storage,174,7
Arizona,Labels,134,8
Arizona,Appliances,127,9
Arizona,Chairs,122,10
Arizona,Envelopes,86,11
Arizona,Bookcases,77,12
Arizona,Machines,68,13
Arizona,Tables,68,13
Arizona,Fasteners,41,15
Arizona,Supplies,37,16
Arizona,Copiers,19,17
Arkansas,Furnishings,53,1
Arkansas,Art,50,2
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Chairs,13,10
Arkansas,Accessories,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2419,1
California,Binders,1944,2
California,Phones,1765,3
California,Art,1655,4
California,Furnishings,1643,5
California,Accessories,1409,6
California,Storage,1216,7
California,Appliances,1019,8
California,Chairs,846,9
California,Labels,698,10
California,Machines,689,11
California,Envelopes,561,12
California,Tables,554,13
California,Bookcases,526,14
California,Supplies,408,15
California,Fasteners,350,16
California,Copiers,121,17
Colorado,Binders,316,1
Colorado,Paper,308,2
Colorado,Furnishings,230,3
Colorado,Phones,227,4
Colorado,Art,178,5
Colorado,Storage,165,6
Colorado,Accessories,144,7
Colorado,Appliances,108,8
Colorado,Chairs,102,9
Colorado,Machines,94,10
Colorado,Labels,83,11
Colorado,Bookcases,82,12
Colorado,Envelopes,80,13
Colorado,Tables,74,14
Colorado,Supplies,62,15
Colorado,Fasteners,42,16
Colorado,Copiers,10,17
Connecticut,Phones,76,1
Connecticut,Paper,63,2
Connecticut,Accessories,62,3
Connecticut,Binders,60,4
Connecticut,Furnishings,59,5
Connecticut,Art,53,6
Connecticut,Appliances,45,7
Connecticut,Labels,44,8
Connecticut,Storage,42,9
Connecticut,Machines,24,10
Connecticut,Fasteners,23,11
Connecticut,Chairs,21,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Supplies,8,15
Connecticut,Envelopes,8,15
Connecticut,Copiers,2,17
Delaware,Storage,107,1
Delaware,Paper,93,2
Delaware,Furnishings,90,3
Delaware,Accessories,65,4
Delaware,Phones,58,5
Delaware,Appliances,50,6
Delaware,Binders,45,7
Delaware,Chairs,45,7
Delaware,Machines,44,9
Delaware,Art,42,10
Delaware,Envelopes,22,11
Delaware,Supplies,22,11
Delaware,Labels,21,13
Delaware,Bookcases,18,14
Delaware,Fasteners,12,15
Delaware,Tables,9,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Art,7,4
District of Columbia,Fasteners,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,499,1
Florida,Binders,435,2
Florida,Art,351,3
Florida,Phones,329,4
Florida,Furnishings,314,5
Florida,Accessories,301,6
Florida,Storage,235,7
Florida,Appliances,176,8
Florida,Chairs,171,9
Florida,Labels,157,10
Florida,Tables,126,11
Florida,Machines,112,12
Florida,Fasteners,98,13
Florida,Envelopes,89,14
Florida,Supplies,75,15
Florida,Bookcases,57,16
Florida,Copiers,11,17
Georgia,Phones,182,1
Georgia,Paper,161,2
Georgia,Binders,155,3
Georgia,Furnishings,120,4
Georgia,Art,102,5
Georgia,Storage,62,6
Georgia,Accessories,62,6
Georgia,Appliances,62,6
Georgia,Tables,59,9
Georgia,Chairs,55,10
Georgia,Machines,45,11
Georgia,Bookcases,39,12
Georgia,Labels,30,13
Georgia,Envelopes,21,14
Georgia,Supplies,19,15
Georgia,Fasteners,14,16
Georgia,Copiers,5,17
Illinois,Paper,574,1
Illinois,Binders,468,2
Illinois,Furnishings,447,3
Illinois,Phones,416,4
Illinois,Accessories,305,5
Illinois,Storage,246,6
Illinois,Art,246,6
Illinois,Chairs,246,6
Illinois,Appliances,212,9
Illinois,Machines,168,10
Illinois,Labels,151,11
Illinois,Bookcases,120,12
Illinois,Tables,112,13
Illinois,Envelopes,111,14
Illinois,Supplies,89,15
Illinois,Fasteners,82,16
Illinois,Copiers,20,17
Indiana,Paper,128,1
Indiana,Binders,108,2
Indiana,Accessories,104,3
Indiana,Phones,96,4
Indiana,Furnishings,74,5
Indiana,Art,73,6
Indiana,Storage,66,7
Indiana,Labels,45,8
Indiana,Appliances,44,9
Indiana,Chairs,39,10
Indiana,Bookcases,31,11
Indiana,Machines,29,12
Indiana,Envelopes,23,13
Indiana,Supplies,23,13
Indiana,Tables,15,15
Indiana,Fasteners,11,16
Indiana,Copiers,3,17
Iowa,Chairs,30,1
Iowa,Accessories,27,2
