category,month,total_sales,total_profit
Furniture,Sep,216125.0,36857.0
Furniture,Oct,205990.0,38023.0
Furniture,Mar,247417.0,45280.0
Office Supplies,Feb,582405.0,103313.0
Technology,Jul,216114.0,37175.0
Office Supplies,Dec,640081.0,111260.0
Furniture,Aug,213252.0,38993.0
Office Supplies,Jul,590790.0,107771.0
Office Supplies,Jun,556929.0,102222.0
Technology,Sep,196307.0,35778.0
Technology,Dec,273013.0,48971.0
Technology,Jun,232548.0,42618.0
Office Supplies,Jan,662630.0,114317.0
Technology,Aug,210134.0,36976.0
Technology,Oct,254989.0,43703.0
Technology,Jan,214535.0,39099.0
Office Supplies,Mar,634953.0,106398.0
Office Supplies,Aug,574241.0,101296.0
Office Supplies,Sep,561972.0,99136.0
Office Supplies,Oct,636224.0,112203.0
Furniture,Nov,196908.0,33945.0
Office Supplies,Nov,579471.0,98353.0
Technology,May,203879.0,33882.0
Furniture,Feb,167244.0,31221.0
Office Supplies,Apr,595483.0,103629.0
Furniture,Jan,196780.0,34243.0
Furniture,Jun,193324.0,33426.0
Technology,Nov,241269.0,42951.0
Technology,Mar,184413.0,31543.0
Technology,Feb,194894.0,31978.0
Furniture,Apr,213935.0,38055.0
Technology,Apr,276296.0,47399.0
Furniture,Dec,242990.0,44639.0
Office Supplies,May,645628.0,115773.0
Furniture,Jul,183372.0,32515.0
Furniture,May,198391.0,36808.0
