region,month_name,total_sales
South,Mar,185415.0
South,Jan,167167.0
East,Apr,266842.0
East,Nov,250000.0
Central,May,204298.0
East,Mar,257211.0
Central,Oct,192676.0
South,Nov,169292.0
Central,Apr,209317.0
South,Jul,111560.0
Central,Mar,226956.0
East,Jan,273560.0
West,Apr,274559.0
East,Sep,233368.0
South,Sep,161818.0
West,Aug,234451.0
Central,Nov,186983.0
South,Feb,164540.0
West,Mar,263094.0
South,Dec,181202.0
East,Feb,246063.0
West,Dec,308302.0
West,Sep,248688.0
Central,Sep,192460.0
South,Aug,157567.0
East,Jun,239671.0
West,Jan,278406.0
South,Apr,152823.0
Central,Dec,200426.0
West,Oct,261137.0
Central,Jun,189474.0
Central,Aug,207891.0
East,Oct,311829.0
West,Jun,266999.0
West,Jul,271984.0
West,Nov,268090.0
East,Dec,265825.0
South,Jun,149549.0
East,Jul,254342.0
East,May,260270.0
South,Oct,191645.0
Central,Jul,209730.0
Central,Jan,193876.0
East,Aug,250413.0
Central,Feb,215671.0
South,May,180307.0
West,May,250421.0
West,Feb,184042.0
