region,month_name,total_sales
South,Mar,249242.0
South,Jan,237545.0
East,Apr,393217.0
East,Nov,353690.0
Central,May,288950.0
East,Mar,371059.0
Central,Oct,289528.0
South,Nov,240260.0
Central,Apr,304500.0
South,Jul,178352.0
Central,Mar,326471.0
East,Jan,383218.0
West,Apr,396227.0
East,Sep,345570.0
South,Sep,217805.0
West,Aug,341552.0
Central,Nov,274620.0
South,Feb,227058.0
West,Mar,372202.0
South,Dec,243365.0
East,Feb,381867.0
West,Dec,459048.0
West,Sep,392501.0
Central,Sep,267464.0
South,Aug,217198.0
East,Jun,344459.0
West,Jan,418302.0
South,Apr,247967.0
Central,Dec,317122.0
West,Oct,385778.0
Central,Jun,289605.0
Central,Aug,309961.0
East,Oct,421241.0
West,Jun,375158.0
West,Jul,384161.0
West,Nov,388395.0
East,Dec,400166.0
South,Jun,235629.0
East,Jul,388898.0
East,May,371850.0
South,Oct,271442.0
Central,Jul,322289.0
Central,Jan,299529.0
East,Aug,345666.0
Central,Feb,306651.0
South,May,262941.0
West,May,375650.0
West,Feb,287602.0
