state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,139,1
Alabama,Binders,100,2
Alabama,Accessories,59,3
Alabama,Furnishings,54,4
Alabama,Art,38,5
Alabama,Storage,38,5
Alabama,Phones,37,7
Alabama,Chairs,36,8
Alabama,Appliances,28,9
Alabama,Envelopes,28,9
Alabama,Tables,26,11
Alabama,Labels,18,12
Alabama,Bookcases,16,13
Alabama,Supplies,15,14
Alabama,Fasteners,11,15
Alabama,Machines,11,15
Alabama,Copiers,8,17
Arizona,Paper,404,1
Arizona,Binders,364,2
Arizona,Furnishings,350,3
Arizona,Phones,295,4
Arizona,Art,263,5
Arizona,Accessories,233,6
Arizona,Storage,222,7
Arizona,Appliances,160,8
Arizona,Chairs,155,9
Arizona,Labels,150,10
Arizona,Envelopes,105,11
Arizona,Bookcases,98,12
Arizona,Machines,96,13
Arizona,Tables,94,14
Arizona,Fasteners,50,15
Arizona,Supplies,48,16
Arizona,Copiers,25,17
Arkansas,Furnishings,57,1
Arkansas,Art,50,2
Arkansas,Phones,49,3
Arkansas,Paper,44,4
Arkansas,Binders,38,5
Arkansas,Storage,27,6
Arkansas,Accessories,20,7
Arkansas,Fasteners,18,8
Arkansas,Labels,18,8
Arkansas,Appliances,16,10
Arkansas,Tables,15,11
Arkansas,Chairs,13,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2964,1
California,Binders,2288,2
California,Phones,2081,3
California,Furnishings,1935,4
California,Art,1920,5
California,Accessories,1654,6
California,Storage,1493,7
California,Appliances,1178,8
California,Chairs,993,9
California,Machines,849,10
California,Labels,798,11
California,Bookcases,638,12
California,Envelopes,627,13
California,Tables,612,14
California,Supplies,479,15
California,Fasteners,408,16
California,Copiers,136,17
Colorado,Paper,376,1
Colorado,Binders,369,2
Colorado,Furnishings,262,3
Colorado,Phones,253,4
Colorado,Art,211,5
Colorado,Storage,206,6
Colorado,Accessories,167,7
Colorado,Appliances,135,8
Colorado,Machines,124,9
Colorado,Chairs,116,10
Colorado,Bookcases,94,11
Colorado,Envelopes,93,12
Colorado,Labels,92,13
Colorado,Tables,81,14
Colorado,Supplies,80,15
Colorado,Fasteners,44,16
Colorado,Copiers,10,17
Connecticut,Furnishings,83,1
Connecticut,Binders,81,2
Connecticut,Phones,79,3
Connecticut,Paper,73,4
Connecticut,Accessories,62,5
Connecticut,Art,59,6
Connecticut,Appliances,48,7
Connecticut,Storage,46,8
Connecticut,Labels,44,9
Connecticut,Machines,27,10
Connecticut,Chairs,25,11
Connecticut,Fasteners,23,12
Connecticut,Tables,19,13
Connecticut,Bookcases,17,14
Connecticut,Supplies,8,15
Connecticut,Envelopes,8,15
Connecticut,Copiers,2,17
Delaware,Storage,133,1
Delaware,Furnishings,128,2
Delaware,Paper,103,3
Delaware,Accessories,78,4
Delaware,Phones,65,5
Delaware,Appliances,52,6
Delaware,Machines,48,7
Delaware,Binders,48,7
Delaware,Art,46,9
Delaware,Chairs,45,10
Delaware,Supplies,28,11
Delaware,Labels,28,11
Delaware,Envelopes,24,13
Delaware,Bookcases,20,14
Delaware,Fasteners,16,15
Delaware,Tables,12,16
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Art,7,4
District of Columbia,Fasteners,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
District of Columbia,Accessories,2,10
Florida,Paper,639,1
Florida,Binders,497,2
Florida,Art,433,3
Florida,Phones,402,4
Florida,Furnishings,386,5
Florida,Accessories,329,6
Florida,Storage,277,7
Florida,Appliances,218,8
Florida,Chairs,203,9
Florida,Labels,193,10
Florida,Tables,144,11
Florida,Machines,133,12
Florida,Fasteners,112,13
Florida,Envelopes,94,14
Florida,Supplies,84,15
Florida,Bookcases,69,16
Florida,Copiers,18,17
Georgia,Paper,233,1
Georgia,Binders,221,2
Georgia,Phones,213,3
Georgia,Furnishings,140,4
Georgia,Art,133,5
Georgia,Appliances,101,6
Georgia,Chairs,87,7
Georgia,Storage,86,8
Georgia,Accessories,82,9
Georgia,Bookcases,62,10
Georgia,Tables,59,11
Georgia,Machines,57,12
Georgia,Labels,48,13
Georgia,Supplies,32,14
Georgia,Envelopes,31,15
Georgia,Fasteners,23,16
Georgia,Copiers,8,17
Illinois,Paper,692,1
Illinois,Binders,546,2
Illinois,Furnishings,526,3
Illinois,Phones,505,4
Illinois,Accessories,362,5
Illinois,Art,351,6
Illinois,Storage,325,7
Illinois,Chairs,292,8
Illinois,Appliances,265,9
Illinois,Machines,203,10
Illinois,Labels,168,11
Illinois,Bookcases,140,12
Illinois,Tables,130,13
Illinois,Envelopes,129,14
Illinois,Supplies,110,15
Illinois,Fasteners,109,16
Illinois,Copiers,27,17
Indiana,Paper,172,1
Indiana,Binders,139,2
Indiana,Accessories,114,3
Indiana,Phones,102,4
Indiana,Art,98,5
Indiana,Storage,85,6
Indiana,Furnishings,84,7
Indiana,Labels,57,8
Indiana,Appliances,52,9
Indiana,Chairs,47,10
Indiana,Bookcases,34,11
Indiana,Machines,33,12
Indiana,Supplies,30,13
Indiana,Envelopes,25,14
Indiana,Tables,15,15
Indiana,Fasteners,11,16
Indiana,Copiers,3,17
Iowa,Accessories,45,1
Iowa,Phones,43,2
Iowa,Paper,40,3
Iowa,Chairs,33,4
Iowa,Machines,25,5
Iowa,Storage,21,6
Iowa,Binders,20,7
Iowa,Art,19,8
Iowa,Furnishings,19,8
Iowa,Appliances,7,10
Iowa,Labels,6,11
Iowa,Tables,5,12
Iowa,Fasteners,3,13
Iowa,Supplies,3,13
Iowa,Envelopes,2,15
Kansas,Paper,78,1
Kansas,Art,61,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Accessories,24,5
Kansas,Fasteners,23,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,14,9
Kansas,Appliances,9,11
Kansas,Storage,9,11
Kansas,Supplies,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,342,1
Kentucky,Binders,221,2
Kentucky,Phones,213,3
Kentucky,Art,199,4
Kentucky,Furnishings,198,5
Kentucky,Appliances,156,6
Kentucky,Storage,144,7
Kentucky,Accessories,137,8
Kentucky,Chairs,119,9
Kentucky,Machines,69,10
Kentucky,Labels,66,11
Kentucky,Envelopes,60,12
Kentucky,Bookcases,60,12
Kentucky,Fasteners,59,14
Kentucky,Tables,41,15
Kentucky,Supplies,37,16
Kentucky,Copiers,17,17
Louisiana,Art,100,1
Louisiana,Binders,94,2
Louisiana,Paper,80,3
Louisiana,Phones,68,4
Louisiana,Chairs,49,5
Louisiana,Storage,48,6
Louisiana,Accessories,38,7
Louisiana,Furnishings,37,8
Louisiana,Envelopes,25,9
Louisiana,Appliances,24,10
Louisiana,Fasteners,22,11
Louisiana,Labels,19,12
Louisiana,Machines,15,13
Louisiana,Tables,14,14
Louisiana,Bookcases,12,15
Louisiana,Supplies,7,16
Maryland,Phones,59,1
Maryland,Storage,52,2
Maryland,Furnishings,42,3
Maryland,Binders,25,4
Maryland,Paper,19,5
Maryland,Fasteners,17,6
Maryland,Appliances,17,6
Maryland,Supplies,16,8
Maryland,Art,15,9
Maryland,Accessories,15,9
Maryland,Labels,14,11
Maryland,Tables,13,12
Maryland,Bookcases,10,13
Maryland,Machines,9,14
Maryland,Chairs,7,15
Maryland,Copiers,6,16
Maryland,Envelopes,3,17
Massachusetts,Binders,177,1
Massachusetts,Paper,176,2
Massachusetts,Furnishings,156,3
Massachusetts,Phones,147,4
Massachusetts,Art,138,5
Massachusetts,Accessories,91,6
Massachusetts,Storage,89,7
