category,month,total_sales,total_profit
Furniture,Sep,208863.0,35518.0
Furniture,Oct,199138.0,36689.0
Furniture,Mar,242987.0,44413.0
Office Supplies,Feb,562557.0,99214.0
Technology,Jul,208171.0,36047.0
Office Supplies,Dec,617480.0,107402.0
Furniture,Aug,197867.0,35719.0
Office Supplies,Jul,564744.0,102618.0
Office Supplies,Jun,542516.0,99986.0
Technology,Sep,187182.0,33967.0
Technology,Dec,265174.0,47567.0
Technology,Jun,221540.0,40626.0
Office Supplies,Jan,625448.0,107843.0
Technology,Aug,201071.0,35103.0
Technology,Oct,249890.0,42785.0
Technology,Jan,207576.0,37663.0
Office Supplies,Mar,604579.0,101649.0
Office Supplies,Aug,549116.0,96246.0
Office Supplies,Sep,536549.0,95049.0
Office Supplies,Oct,615506.0,108441.0
Furniture,Nov,190892.0,32688.0
Office Supplies,Nov,554889.0,94473.0
Technology,May,198907.0,33239.0
Furniture,Feb,161972.0,30397.0
Office Supplies,Apr,568355.0,99428.0
Furniture,Jan,189432.0,32894.0
Furniture,Jun,186348.0,32095.0
Technology,Nov,230012.0,40732.0
Technology,Mar,180877.0,30789.0
Technology,Feb,186426.0,30474.0
Furniture,Apr,208900.0,37385.0
Technology,Apr,259755.0,43749.0
Furniture,Dec,231364.0,43032.0
Office Supplies,May,618540.0,111400.0
Furniture,Jul,176892.0,31446.0
Furniture,May,193130.0,35778.0
