segment,month_name,total_sales,total_profit
Corporate,Oct,365113.0,63435.0
Home Office,Jul,227755.0,42093.0
Consumer,Jul,542886.0,95115.0
Corporate,Mar,312501.0,53041.0
Consumer,Nov,517188.0,88597.0
Home Office,Aug,194934.0,35245.0
Consumer,Aug,561317.0,100348.0
Corporate,Aug,318255.0,54806.0
Home Office,Apr,207824.0,36184.0
Consumer,Jun,537825.0,96777.0
Consumer,May,597747.0,106062.0
Home Office,Sep,186410.0,32675.0
Corporate,Jul,307856.0,55274.0
Corporate,Dec,397694.0,68763.0
Corporate,May,347489.0,61801.0
Corporate,Apr,361002.0,62178.0
Home Office,May,211746.0,38744.0
Home Office,Jan,204488.0,37764.0
Home Office,Jun,183567.0,33839.0
Consumer,Sep,563143.0,99896.0
Home Office,Mar,228129.0,37928.0
Consumer,Apr,609705.0,107219.0
Home Office,Nov,201100.0,35317.0
Home Office,Oct,224556.0,39691.0
Consumer,Dec,640573.0,115710.0
Corporate,Nov,371832.0,63955.0
Corporate,Sep,321561.0,57528.0
Corporate,Feb,326194.0,53930.0
Home Office,Feb,178067.0,32417.0
Consumer,Mar,614706.0,108813.0
Consumer,Oct,601485.0,105966.0
Corporate,Jan,422272.0,71114.0
Consumer,Jan,535126.0,94090.0
Corporate,Jun,344423.0,62401.0
Home Office,Dec,220964.0,37991.0
Consumer,Feb,518246.0,94560.0
