category,month,total_sales,total_profit
Furniture,Sep,278489.0,48553.0
Furniture,Oct,273949.0,49149.0
Furniture,Mar,302931.0,55606.0
Office Supplies,Feb,742995.0,132619.0
Technology,Jul,313071.0,52610.0
Office Supplies,Dec,831518.0,143457.0
Furniture,Aug,263704.0,47379.0
Office Supplies,Jul,747768.0,135330.0
Office Supplies,Jun,731405.0,133035.0
Technology,Sep,259172.0,45620.0
Technology,Dec,345546.0,62670.0
Technology,Jun,309811.0,55492.0
Office Supplies,Jan,835235.0,146719.0
Technology,Aug,270308.0,47860.0
Technology,Oct,327446.0,55777.0
Technology,Jan,288777.0,50939.0
Office Supplies,Mar,812100.0,137569.0
Office Supplies,Aug,729688.0,128366.0
Office Supplies,Sep,740826.0,132073.0
Office Supplies,Oct,812763.0,142041.0
Furniture,Nov,251091.0,43411.0
Office Supplies,Nov,745960.0,126840.0
Technology,May,271038.0,45752.0
Furniture,Feb,248156.0,46604.0
Office Supplies,Apr,767795.0,135361.0
Furniture,Jan,263913.0,46292.0
Furniture,Jun,241187.0,41427.0
Technology,Nov,295782.0,53247.0
Technology,Mar,248040.0,42308.0
Technology,Feb,246555.0,39982.0
Furniture,Apr,279752.0,49445.0
Technology,Apr,344656.0,59069.0
Furniture,Dec,298650.0,54690.0
Office Supplies,May,832452.0,149305.0
Furniture,Jul,251700.0,43485.0
Furniture,May,256561.0,47276.0
