state,total_sales,total_customers
Alabama,43638.0,7
Arizona,248557.0,30
Arkansas,53913.0,3
California,1831904.0,240
Colorado,226722.0,34
Connecticut,72095.0,8
Delaware,68683.0,7
District of Columbia,5512.0,1
Florida,365102.0,46
Georgia,112271.0,16
Illinois,412133.0,59
Indiana,113276.0,15
Iowa,11887.0,2
Kansas,34823.0,3
Kentucky,244612.0,28
Louisiana,43711.0,8
Maryland,20461.0,2
Massachusetts,115489.0,15
Michigan,189592.0,23
Minnesota,157497.0,17
Mississippi,56221.0,6
Missouri,57615.0,11
Nebraska,520.0,1
Nevada,13159.0,6
New Hampshire,23468.0,4
New Jersey,163724.0,22
New York,938570.0,128
North Carolina,257416.0,37
Ohio,468855.0,69
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,497407.0,63
Rhode Island,48370.0,4
Tennessee,144749.0,19
Texas,917108.0,98
Utah,55675.0,9
Virginia,207560.0,30
Washington,408669.0,58
Wisconsin,51006.0,10
