region,month_name,total_sales
South,Mar,241254.0
South,Jan,218889.0
East,Apr,376765.0
East,Nov,336267.0
Central,May,274436.0
East,Mar,344093.0
Central,Oct,271488.0
South,Nov,230208.0
Central,Apr,286548.0
South,Jul,164102.0
Central,Mar,309446.0
East,Jan,361684.0
West,Apr,375790.0
East,Sep,322597.0
South,Sep,209826.0
West,Aug,322692.0
Central,Nov,261103.0
South,Feb,213228.0
West,Mar,355675.0
South,Dec,236982.0
East,Feb,364524.0
West,Dec,431631.0
West,Sep,363773.0
Central,Sep,255702.0
South,Aug,206771.0
East,Jun,315691.0
West,Jan,396229.0
South,Apr,228551.0
Central,Dec,292599.0
West,Oct,369242.0
Central,Jun,259445.0
Central,Aug,295255.0
East,Oct,410484.0
West,Jun,355532.0
West,Jul,364048.0
West,Nov,368555.0
East,Dec,376095.0
South,Jun,223219.0
East,Jul,362091.0
East,May,357561.0
South,Oct,251520.0
Central,Jul,289953.0
Central,Jan,286679.0
East,Aug,327074.0
Central,Feb,290363.0
South,May,247000.0
West,May,360184.0
West,Feb,274969.0
