category,month,total_sales,total_profit
Furniture,Sep,278489.0,48553.0
Furniture,Oct,277014.0,49735.0
Furniture,Mar,303768.0,55782.0
Office Supplies,Feb,750766.0,133810.0
Technology,Jul,313322.0,52657.0
Office Supplies,Dec,836675.0,144514.0
Furniture,Aug,264680.0,47459.0
Office Supplies,Jul,749521.0,135645.0
Office Supplies,Jun,736477.0,133944.0
Technology,Sep,260142.0,45728.0
Technology,Dec,345900.0,62743.0
Technology,Jun,311327.0,55713.0
Office Supplies,Jan,836501.0,146936.0
Technology,Aug,271091.0,47984.0
Technology,Oct,328859.0,56001.0
Technology,Jan,289624.0,51081.0
Office Supplies,Mar,814564.0,137994.0
Office Supplies,Aug,731800.0,128840.0
Office Supplies,Sep,743983.0,132655.0
Office Supplies,Oct,814279.0,142294.0
Furniture,Nov,251853.0,43524.0
Office Supplies,Nov,746872.0,126998.0
Technology,May,271038.0,45752.0
Furniture,Feb,248213.0,46608.0
Office Supplies,Apr,768542.0,135498.0
Furniture,Jan,264802.0,46445.0
Furniture,Jun,241187.0,41427.0
Technology,Nov,295947.0,53263.0
Technology,Mar,248867.0,42497.0
Technology,Feb,246947.0,40075.0
Furniture,Apr,279884.0,49462.0
Technology,Apr,344656.0,59069.0
Furniture,Dec,298650.0,54690.0
Office Supplies,May,833593.0,149550.0
Furniture,Jul,252155.0,43560.0
Furniture,May,257199.0,47328.0
