region,month_name,total_sales
South,Mar,216371.0
South,Jan,204962.0
East,Apr,334780.0
East,Nov,304288.0
Central,May,252966.0
East,Mar,310422.0
Central,Oct,231777.0
South,Nov,200928.0
Central,Apr,253510.0
South,Jul,140728.0
Central,Mar,279528.0
East,Jan,319060.0
West,Apr,341869.0
East,Sep,297197.0
South,Sep,196931.0
West,Aug,291307.0
Central,Nov,225364.0
South,Feb,192856.0
West,Mar,329294.0
South,Dec,220430.0
East,Feb,309761.0
West,Dec,399039.0
West,Sep,321674.0
Central,Sep,224008.0
South,Aug,194648.0
East,Jun,288638.0
West,Jan,357768.0
South,Apr,210862.0
Central,Dec,256272.0
West,Oct,324142.0
Central,Jun,232718.0
Central,Aug,267676.0
East,Oct,369425.0
West,Jun,328230.0
West,Jul,329381.0
West,Nov,337142.0
East,Dec,348893.0
South,Jun,194675.0
East,Jul,316900.0
East,May,329931.0
South,Oct,230313.0
Central,Jul,265015.0
Central,Jan,251441.0
East,Aug,295886.0
Central,Feb,251064.0
South,May,223167.0
West,May,323306.0
West,Feb,239812.0
