state,total_sales,total_customers
Alabama,95974.0,71
Arizona,447647.0,192
Arkansas,62126.0,13
California,2943920.0,1283
Colorado,358620.0,154
Connecticut,104494.0,47
Delaware,113757.0,53
District of Columbia,7876.0,4
Florida,516837.0,200
Georgia,246312.0,140
Illinois,748151.0,332
Indiana,174810.0,77
Iowa,34838.0,27
Kansas,40053.0,8
Kentucky,346688.0,94
Louisiana,81802.0,49
Maryland,46921.0,24
Massachusetts,185304.0,84
Michigan,316250.0,125
Minnesota,265990.0,101
Mississippi,88202.0,44
Missouri,93977.0,49
Nebraska,8416.0,10
Nevada,29258.0,23
New Hampshire,32445.0,17
New Jersey,227063.0,86
New Mexico,17030.0,21
New York,1555344.0,678
North Carolina,450787.0,241
Ohio,695732.0,297
Oklahoma,66665.0,28
Oregon,55702.0,15
Pennsylvania,831306.0,395
Rhode Island,79685.0,31
South Dakota,19109.0,9
Tennessee,214752.0,93
Texas,1447384.0,602
Utah,101281.0,44
Virginia,290239.0,118
Washington,675851.0,305
Wisconsin,109486.0,60
