segment,month_name,total_sales,total_profit
Corporate,Oct,279625.0,48872.0
Home Office,Jul,146662.0,26152.0
Consumer,Jul,394181.0,71074.0
Corporate,Mar,254049.0,42910.0
Consumer,Nov,367059.0,63219.0
Home Office,Aug,133955.0,23317.0
Consumer,Aug,420967.0,76630.0
Corporate,Aug,242236.0,41786.0
Home Office,Apr,137399.0,23850.0
Consumer,Jun,398512.0,71076.0
Consumer,May,421739.0,74832.0
Home Office,Sep,119835.0,21446.0
Corporate,Jul,222053.0,40688.0
Corporate,Dec,291943.0,50979.0
Corporate,May,276519.0,48277.0
Corporate,Apr,272044.0,46262.0
Home Office,May,141852.0,25881.0
Home Office,Jan,146259.0,27161.0
Home Office,Jun,125060.0,23128.0
Consumer,Sep,420518.0,72895.0
Home Office,Mar,165445.0,26347.0
Consumer,Apr,432680.0,77011.0
Home Office,Nov,150744.0,26268.0
Home Office,Oct,172236.0,30144.0
Consumer,Dec,455061.0,81811.0
Corporate,Nov,284903.0,46939.0
Corporate,Sep,248231.0,44513.0
Corporate,Feb,250817.0,41352.0
Home Office,Feb,128136.0,22995.0
Consumer,Mar,470939.0,84347.0
Consumer,Oct,451726.0,80530.0
Corporate,Jan,301221.0,50598.0
Consumer,Jan,394451.0,69921.0
Corporate,Jun,256670.0,46257.0
Home Office,Dec,158684.0,26065.0
Consumer,Feb,372459.0,68748.0
