state,total_sales,total_customers
Alabama,86793.0,60
Arizona,396310.0,157
Arkansas,58497.0,8
California,2755719.0,1073
Colorado,343207.0,138
Connecticut,93276.0,39
Delaware,108420.0,43
District of Columbia,7388.0,3
Florida,487902.0,170
Georgia,230262.0,126
Illinois,660822.0,280
Indiana,168472.0,69
Iowa,32736.0,22
Kansas,39692.0,7
Kentucky,317279.0,79
Louisiana,76828.0,46
Maryland,46437.0,23
Massachusetts,176421.0,74
Michigan,298389.0,106
Minnesota,238547.0,76
Mississippi,81357.0,38
Missouri,89977.0,44
Nebraska,8416.0,10
Nevada,25491.0,18
New Hampshire,28674.0,14
New Jersey,220374.0,79
New Mexico,15388.0,18
New York,1415052.0,556
North Carolina,419049.0,210
Ohio,659522.0,253
Oklahoma,60194.0,23
Oregon,54549.0,14
Pennsylvania,770354.0,322
Rhode Island,67730.0,24
South Dakota,15178.0,6
Tennessee,206846.0,81
Texas,1352093.0,524
Utah,96336.0,38
Virginia,278381.0,104
Washington,630194.0,257
Wisconsin,103964.0,54
