state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,174,1
Alabama,Binders,139,2
Alabama,Furnishings,95,3
Alabama,Art,91,4
Alabama,Accessories,85,5
Alabama,Phones,77,6
Alabama,Storage,77,6
Alabama,Chairs,53,8
Alabama,Envelopes,49,9
Alabama,Appliances,34,10
Alabama,Tables,32,11
Alabama,Labels,28,12
Alabama,Machines,26,13
Alabama,Supplies,25,14
Alabama,Bookcases,21,15
Alabama,Fasteners,20,16
Alabama,Copiers,8,17
Arizona,Paper,531,1
Arizona,Binders,449,2
Arizona,Furnishings,408,3
Arizona,Phones,385,4
Arizona,Art,325,5
Arizona,Accessories,310,6
Arizona,Storage,277,7
Arizona,Appliances,214,8
Arizona,Chairs,180,9
Arizona,Labels,165,10
Arizona,Machines,125,11
Arizona,Envelopes,124,12
Arizona,Tables,119,13
Arizona,Bookcases,114,14
Arizona,Fasteners,61,15
Arizona,Supplies,58,16
Arizona,Copiers,31,17
Arkansas,Furnishings,65,1
Arkansas,Phones,63,2
Arkansas,Art,55,3
Arkansas,Paper,44,4
Arkansas,Binders,40,5
Arkansas,Storage,27,6
Arkansas,Appliances,25,7
Arkansas,Fasteners,23,8
Arkansas,Accessories,20,9
Arkansas,Labels,18,10
Arkansas,Tables,15,11
Arkansas,Machines,15,11
Arkansas,Chairs,13,13
Arkansas,Envelopes,4,14
California,Paper,3841,1
California,Binders,2971,2
California,Phones,2654,3
California,Art,2470,4
California,Furnishings,2391,5
California,Accessories,2049,6
California,Storage,1830,7
California,Appliances,1466,8
California,Chairs,1203,9
California,Machines,1077,10
California,Labels,1036,11
California,Tables,781,12
California,Envelopes,779,13
California,Bookcases,753,14
California,Supplies,581,15
California,Fasteners,560,16
California,Copiers,196,17
Colorado,Binders,469,1
Colorado,Paper,469,1
Colorado,Phones,328,3
Colorado,Furnishings,327,4
Colorado,Art,321,5
Colorado,Storage,280,6
Colorado,Accessories,247,7
Colorado,Chairs,184,8
Colorado,Appliances,171,9
Colorado,Machines,140,10
Colorado,Labels,136,11
Colorado,Bookcases,114,12
Colorado,Envelopes,106,13
Colorado,Supplies,103,14
Colorado,Tables,99,15
Colorado,Fasteners,48,16
Colorado,Copiers,10,17
Connecticut,Binders,102,1
Connecticut,Paper,99,2
Connecticut,Furnishings,93,3
Connecticut,Phones,85,4
Connecticut,Art,84,5
Connecticut,Accessories,73,6
Connecticut,Storage,70,7
Connecticut,Appliances,57,8
Connecticut,Labels,44,9
Connecticut,Machines,37,10
Connecticut,Chairs,28,11
Connecticut,Fasteners,23,12
Connecticut,Envelopes,22,13
Connecticut,Bookcases,22,13
Connecticut,Tables,21,15
Connecticut,Supplies,17,16
Connecticut,Copiers,2,17
Delaware,Storage,159,1
Delaware,Furnishings,154,2
Delaware,Paper,111,3
Delaware,Phones,86,4
Delaware,Accessories,84,5
Delaware,Binders,68,6
Delaware,Machines,67,7
Delaware,Chairs,61,8
Delaware,Appliances,60,9
Delaware,Art,55,10
Delaware,Labels,39,11
Delaware,Bookcases,39,11
Delaware,Envelopes,37,13
Delaware,Supplies,28,14
Delaware,Fasteners,19,15
Delaware,Tables,14,16
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,14,3
District of Columbia,Furnishings,12,4
District of Columbia,Art,7,5
District of Columbia,Fasteners,7,5
