segment,month_name,total_sales,total_profit
Corporate,Oct,415356.0,71202.0
Home Office,Jul,243029.0,44338.0
Consumer,Jul,600389.0,105477.0
Corporate,Mar,340320.0,56693.0
Consumer,Nov,588341.0,100808.0
Home Office,Aug,207687.0,37620.0
Consumer,Aug,609578.0,108438.0
Corporate,Aug,337098.0,58036.0
Home Office,Apr,220090.0,38589.0
Consumer,Jun,581429.0,104862.0
Consumer,May,648042.0,114694.0
Home Office,Sep,201401.0,35579.0
Corporate,Jul,338715.0,60020.0
Corporate,Dec,419943.0,72620.0
Corporate,May,370352.0,65962.0
Corporate,Apr,390031.0,67001.0
Home Office,May,223207.0,40822.0
Home Office,Jan,217438.0,40115.0
Home Office,Jun,205365.0,37408.0
Consumer,Sep,611009.0,108526.0
Home Office,Mar,244518.0,40987.0
Consumer,Apr,660533.0,116831.0
Home Office,Nov,214987.0,37648.0
Home Office,Oct,239189.0,42436.0
Consumer,Dec,683420.0,123725.0
Corporate,Nov,394531.0,67910.0
Corporate,Sep,341768.0,60896.0
Corporate,Feb,381843.0,65668.0
Home Office,Feb,193638.0,35219.0
Consumer,Mar,668490.0,118329.0
Consumer,Oct,650016.0,114099.0
Corporate,Jan,459700.0,78635.0
Consumer,Jan,588182.0,102399.0
Corporate,Jun,372578.0,66986.0
Home Office,Dec,234893.0,40394.0
Consumer,Feb,570243.0,102382.0
