segment,month_name,total_sales,total_profit
Corporate,Oct,280438.0,49026.0
Home Office,Jul,158643.0,28595.0
Consumer,Jul,399812.0,71902.0
Corporate,Mar,256275.0,43296.0
Consumer,Nov,369692.0,63766.0
Home Office,Aug,135218.0,23530.0
Consumer,Aug,423962.0,77190.0
Corporate,Aug,244359.0,42202.0
Home Office,Apr,139202.0,24165.0
Consumer,Jun,402078.0,71763.0
Consumer,May,425527.0,75466.0
Home Office,Sep,121020.0,21675.0
Corporate,Jul,225891.0,41460.0
Corporate,Dec,296530.0,51753.0
Corporate,May,277775.0,48483.0
Corporate,Apr,274840.0,46737.0
Home Office,May,143418.0,26136.0
Home Office,Jan,148892.0,27575.0
Home Office,Jun,126371.0,23369.0
Consumer,Sep,428400.0,74093.0
Home Office,Mar,167138.0,26737.0
Consumer,Apr,435385.0,77518.0
Home Office,Nov,152169.0,26541.0
Home Office,Oct,172319.0,30160.0
Consumer,Dec,461570.0,83023.0
Corporate,Nov,287029.0,47232.0
Corporate,Sep,248956.0,44629.0
Corporate,Feb,252150.0,41586.0
Home Office,Feb,130152.0,23326.0
Consumer,Mar,474264.0,84846.0
Consumer,Oct,455484.0,81221.0
Corporate,Jan,303353.0,50982.0
Consumer,Jan,399976.0,70842.0
Corporate,Jun,259763.0,46732.0
Home Office,Dec,159202.0,26132.0
Consumer,Feb,378149.0,69657.0
