category,month,total_sales,total_profit
Furniture,Sep,278868.0,48623.0
Furniture,Oct,278308.0,50062.0
Furniture,Mar,305217.0,56023.0
Office Supplies,Feb,753512.0,134513.0
Technology,Jul,315966.0,53047.0
Office Supplies,Dec,842300.0,145275.0
Furniture,Aug,265612.0,47640.0
Office Supplies,Jul,753000.0,136177.0
Office Supplies,Jun,741232.0,134711.0
Technology,Sep,262015.0,46076.0
Technology,Dec,347425.0,62904.0
Technology,Jun,312044.0,55836.0
Office Supplies,Jan,845804.0,148713.0
Technology,Aug,273033.0,48334.0
Technology,Oct,330430.0,56313.0
Technology,Jan,290396.0,51212.0
Office Supplies,Mar,819524.0,138942.0
Office Supplies,Aug,733398.0,129124.0
Office Supplies,Sep,761373.0,136772.0
Office Supplies,Oct,820925.0,143284.0
Furniture,Nov,254682.0,44097.0
Office Supplies,Nov,749491.0,127502.0
Technology,May,272994.0,46013.0
Furniture,Feb,250551.0,47038.0
Office Supplies,Apr,774308.0,136660.0
Furniture,Jan,267063.0,46866.0
Furniture,Jun,242269.0,41568.0
Technology,Nov,298157.0,53540.0
Technology,Mar,248867.0,42497.0
Technology,Feb,248162.0,40363.0
Furniture,Apr,280885.0,49632.0
Technology,Apr,345943.0,59252.0
Furniture,Dec,300852.0,55187.0
Office Supplies,May,839566.0,150630.0
Furniture,Jul,254337.0,43951.0
Furniture,May,258007.0,47465.0
