category,month,total_sales,total_profit
Furniture,Sep,209293.0,35554.0
Furniture,Oct,200570.0,36991.0
Furniture,Mar,243289.0,44449.0
Office Supplies,Feb,565254.0,99673.0
Technology,Jul,209341.0,36204.0
Office Supplies,Dec,621070.0,107964.0
Furniture,Aug,198874.0,35923.0
Office Supplies,Jul,568467.0,103342.0
Office Supplies,Jun,543031.0,100055.0
Technology,Sep,188997.0,34321.0
Technology,Dec,265624.0,47604.0
Technology,Jun,222254.0,40787.0
Office Supplies,Jan,626860.0,108067.0
Technology,Aug,201754.0,35166.0
Technology,Oct,250909.0,42963.0
Technology,Jan,209175.0,38024.0
Office Supplies,Mar,605182.0,101751.0
Office Supplies,Aug,551889.0,96823.0
Office Supplies,Sep,540863.0,95638.0
Office Supplies,Oct,618486.0,108930.0
Furniture,Nov,190892.0,32688.0
Office Supplies,Nov,556661.0,94782.0
Technology,May,199526.0,33307.0
Furniture,Feb,162567.0,30509.0
Office Supplies,Apr,570317.0,99842.0
Furniture,Jan,190278.0,33142.0
Furniture,Jun,186692.0,32119.0
Technology,Nov,231418.0,41060.0
Technology,Mar,181461.0,30908.0
Technology,Feb,188911.0,30903.0
Furniture,Apr,209007.0,37410.0
Technology,Apr,260116.0,43856.0
Furniture,Dec,236871.0,43572.0
Office Supplies,May,623458.0,112276.0
Furniture,Jul,178299.0,31683.0
Furniture,May,193130.0,35778.0
