region,month_name,total_sales
South,Mar,214264.0
South,Jan,198209.0
East,Apr,328605.0
East,Nov,296693.0
Central,May,249226.0
East,Mar,305936.0
Central,Oct,227265.0
South,Nov,199068.0
Central,Apr,250330.0
South,Jul,138169.0
Central,Mar,265615.0
East,Jan,314173.0
West,Apr,334372.0
East,Sep,289734.0
South,Sep,196076.0
West,Aug,284597.0
Central,Nov,219866.0
South,Feb,184156.0
West,Mar,312594.0
South,Dec,209025.0
East,Feb,303427.0
West,Dec,391914.0
West,Sep,311751.0
Central,Sep,220364.0
South,Aug,186095.0
East,Jun,283464.0
West,Jan,344279.0
South,Apr,206423.0
Central,Dec,253925.0
West,Oct,318958.0
Central,Jun,226302.0
Central,Aug,262323.0
East,Oct,362858.0
West,Jun,319686.0
West,Jul,323020.0
West,Nov,330920.0
East,Dec,338419.0
South,Jun,182402.0
East,Jul,311076.0
East,May,317528.0
South,Oct,221503.0
Central,Jul,259393.0
Central,Jan,246606.0
East,Aug,290109.0
Central,Feb,248230.0
South,May,215792.0
West,May,318155.0
West,Feb,232126.0
