category,month,total_sales,total_profit
Furniture,Sep,254212.0,44038.0
Furniture,Oct,240652.0,42777.0
Furniture,Mar,277768.0,50903.0
Office Supplies,Feb,655781.0,116631.0
Technology,Jul,259966.0,44872.0
Office Supplies,Dec,731829.0,127188.0
Furniture,Aug,234185.0,42648.0
Office Supplies,Jul,674260.0,122560.0
Office Supplies,Jun,643409.0,117605.0
Technology,Sep,228252.0,41182.0
Technology,Dec,305847.0,54645.0
Technology,Jun,259978.0,47654.0
Office Supplies,Jan,753396.0,130814.0
Technology,Aug,234739.0,41347.0
Technology,Oct,288821.0,49846.0
Technology,Jan,251233.0,44746.0
Office Supplies,Mar,727129.0,122215.0
Office Supplies,Aug,654291.0,115026.0
Office Supplies,Sep,639881.0,113736.0
Office Supplies,Oct,726772.0,127825.0
Furniture,Nov,220809.0,38196.0
Office Supplies,Nov,675661.0,114724.0
Technology,May,235307.0,40112.0
Furniture,Feb,202601.0,37869.0
Office Supplies,Apr,684778.0,120252.0
Furniture,Jan,230663.0,40464.0
Furniture,Jun,217076.0,37863.0
Technology,Nov,267094.0,47829.0
Technology,Mar,209461.0,36251.0
Technology,Feb,217256.0,35468.0
Furniture,Apr,242613.0,43115.0
Technology,Apr,312019.0,53135.0
Furniture,Dec,272284.0,49609.0
Office Supplies,May,751252.0,134584.0
Furniture,Jul,216397.0,36880.0
Furniture,May,230412.0,42309.0
