category,month,total_sales,total_profit
Furniture,Sep,270929.0,46969.0
Furniture,Oct,260987.0,46715.0
Furniture,Mar,296007.0,54456.0
Office Supplies,Feb,718402.0,128140.0
Technology,Jul,300694.0,50441.0
Office Supplies,Dec,795374.0,137969.0
Furniture,Aug,255540.0,45989.0
Office Supplies,Jul,726429.0,131490.0
Office Supplies,Jun,702696.0,127507.0
Technology,Sep,243088.0,43535.0
Technology,Dec,331317.0,60300.0
Technology,Jun,303905.0,54390.0
Office Supplies,Jan,806759.0,140837.0
Technology,Aug,252671.0,44834.0
Technology,Oct,316516.0,53757.0
Technology,Jan,279101.0,49206.0
Office Supplies,Mar,785634.0,132630.0
Office Supplies,Aug,702177.0,123405.0
Office Supplies,Sep,705845.0,124907.0
Office Supplies,Oct,786643.0,137003.0
Furniture,Nov,243127.0,42081.0
Office Supplies,Nov,723862.0,123753.0
Technology,May,251660.0,43083.0
Furniture,Feb,239405.0,44733.0
Office Supplies,Apr,730918.0,128286.0
Furniture,Jan,248034.0,43430.0
Furniture,Jun,233802.0,40453.0
Technology,Nov,287273.0,51723.0
Technology,Mar,232453.0,40499.0
Technology,Feb,235264.0,38468.0
Furniture,Apr,272245.0,47967.0
Technology,Apr,335057.0,57296.0
Furniture,Dec,289426.0,52896.0
Office Supplies,May,795903.0,142322.0
Furniture,Jul,242205.0,41648.0
Furniture,May,248753.0,45838.0
