state,total_sales,total_customers
Alabama,46853.0,10
Arizona,271912.0,45
Arkansas,53913.0,3
California,1909779.0,309
Colorado,231043.0,40
Connecticut,74839.0,14
Delaware,71551.0,9
District of Columbia,5512.0,1
Florida,372762.0,57
Georgia,119614.0,28
Illinois,426130.0,78
Indiana,116675.0,20
Iowa,16113.0,5
Kansas,36327.0,4
Kentucky,245103.0,30
Louisiana,47029.0,14
Maryland,33396.0,7
Massachusetts,118927.0,21
Michigan,203378.0,32
Minnesota,158713.0,18
Mississippi,56700.0,8
Missouri,61412.0,14
Nebraska,520.0,1
Nevada,15686.0,9
New Hampshire,24215.0,5
New Jersey,165392.0,24
New Mexico,2138.0,4
New York,1001374.0,178
North Carolina,281057.0,53
Ohio,485007.0,85
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,522054.0,92
Rhode Island,48370.0,4
South Dakota,707.0,1
Tennessee,149741.0,24
Texas,957298.0,140
Utah,59983.0,13
Virginia,212098.0,35
Washington,435589.0,84
Wisconsin,55092.0,16
