region,month_name,total_sales
South,Mar,223198.0
South,Jan,210699.0
East,Apr,354525.0
East,Nov,310927.0
Central,May,260023.0
East,Mar,318266.0
Central,Oct,249716.0
South,Nov,217467.0
Central,Apr,265614.0
South,Jul,150568.0
Central,Mar,286267.0
East,Jan,330964.0
West,Apr,355060.0
East,Sep,304091.0
South,Sep,200990.0
West,Aug,302129.0
Central,Nov,234190.0
South,Feb,198814.0
West,Mar,339713.0
South,Dec,225190.0
East,Feb,324262.0
West,Dec,413093.0
West,Sep,342317.0
Central,Sep,232608.0
South,Aug,200210.0
East,Jun,296441.0
West,Jan,374197.0
South,Apr,218794.0
Central,Dec,270162.0
West,Oct,339954.0
Central,Jun,241178.0
Central,Aug,276733.0
East,Oct,376767.0
West,Jun,336875.0
West,Jul,343515.0
West,Nov,344414.0
East,Dec,359320.0
South,Jun,200558.0
East,Jul,333590.0
East,May,341403.0
South,Oct,243060.0
Central,Jul,273814.0
Central,Jan,259700.0
East,Aug,309346.0
Central,Feb,265241.0
South,May,235464.0
West,May,336683.0
West,Feb,250581.0
