category,month,total_sales,total_profit
Furniture,Sep,168148.0,27767.0
Furniture,Oct,159966.0,29883.0
Furniture,Mar,195986.0,36166.0
Office Supplies,Feb,440535.0,77579.0
Technology,Jul,160315.0,28267.0
Office Supplies,Dec,494881.0,85830.0
Furniture,Aug,155415.0,27924.0
Office Supplies,Jul,411338.0,75512.0
Office Supplies,Jun,389713.0,70519.0
Technology,Sep,137970.0,24968.0
Technology,Dec,183774.0,31795.0
Technology,Jun,177525.0,32516.0
Office Supplies,Jan,459717.0,80920.0
Technology,Aug,159826.0,27870.0
Technology,Oct,198739.0,32793.0
Technology,Jan,163067.0,30151.0
Office Supplies,Mar,475767.0,79751.0
Office Supplies,Aug,418661.0,74872.0
Office Supplies,Sep,407467.0,71425.0
Office Supplies,Oct,484528.0,85973.0
Furniture,Nov,155541.0,26050.0
Office Supplies,Nov,412586.0,69173.0
Technology,May,156918.0,26163.0
Furniture,Feb,125435.0,23658.0
Office Supplies,Apr,406959.0,70550.0
Furniture,Jan,149837.0,26140.0
Furniture,Jun,115313.0,19896.0
Technology,Nov,181116.0,31439.0
Technology,Mar,142938.0,24611.0
Technology,Feb,139750.0,23590.0
Furniture,Apr,161201.0,28123.0
Technology,Apr,181396.0,30463.0
Furniture,Dec,156658.0,28224.0
Office Supplies,May,464482.0,82848.0
Furniture,Jul,126604.0,22250.0
Furniture,May,150993.0,28431.0
