state,total_sales,total_customers
Alabama,43638.0,7
Arizona,249764.0,32
Arkansas,53913.0,3
California,1834138.0,245
Colorado,226795.0,35
Connecticut,72095.0,8
Delaware,68683.0,7
District of Columbia,5512.0,1
Florida,365102.0,46
Georgia,112271.0,16
Illinois,412712.0,60
Indiana,113276.0,15
Iowa,13082.0,4
Kansas,36327.0,4
Kentucky,244612.0,28
Louisiana,43711.0,8
Maryland,20461.0,2
Massachusetts,115489.0,15
Michigan,189592.0,23
Minnesota,157497.0,17
Mississippi,56443.0,7
Missouri,57615.0,11
Nebraska,520.0,1
Nevada,13159.0,6
New Hampshire,23468.0,4
New Jersey,163724.0,22
New Mexico,393.0,1
New York,942175.0,134
North Carolina,257698.0,38
Ohio,469758.0,71
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,498681.0,66
Rhode Island,48370.0,4
Tennessee,144749.0,19
Texas,918610.0,100
Utah,55675.0,9
Virginia,208465.0,31
Washington,419768.0,61
Wisconsin,51006.0,10
