region,month_name,total_sales
South,Mar,247062.0
South,Jan,224054.0
East,Apr,389306.0
East,Nov,347555.0
Central,May,283643.0
East,Mar,365829.0
Central,Oct,283258.0
South,Nov,238263.0
Central,Apr,300623.0
South,Jul,173188.0
Central,Mar,317786.0
East,Jan,379848.0
West,Apr,390330.0
East,Sep,340937.0
South,Sep,214986.0
West,Aug,336354.0
Central,Nov,270322.0
South,Feb,217354.0
West,Mar,368715.0
South,Dec,241635.0
East,Feb,378102.0
West,Dec,453983.0
West,Sep,386894.0
Central,Sep,263569.0
South,Aug,215291.0
East,Jun,339708.0
West,Jan,412689.0
South,Apr,245553.0
Central,Dec,313025.0
West,Oct,380669.0
Central,Jun,273463.0
Central,Aug,308067.0
East,Oct,418269.0
West,Jun,371202.0
West,Jul,375233.0
West,Nov,386259.0
East,Dec,395497.0
South,Jun,232113.0
East,Jul,385794.0
East,May,369438.0
South,Oct,266894.0
Central,Jul,313408.0
Central,Jan,295273.0
East,Aug,339056.0
Central,Feb,301304.0
South,May,258903.0
West,May,373333.0
West,Feb,286258.0
