state,total_sales,total_customers
Alabama,43638.0,7
Arizona,247119.0,28
Arkansas,53913.0,3
California,1825860.0,233
Colorado,226722.0,34
Connecticut,72095.0,8
Delaware,68683.0,7
District of Columbia,5512.0,1
Florida,365102.0,46
Georgia,112271.0,16
Illinois,411483.0,57
Indiana,111208.0,14
Iowa,11887.0,2
Kansas,34823.0,3
Kentucky,244451.0,27
Louisiana,43711.0,8
Maryland,20461.0,2
Massachusetts,115489.0,15
Michigan,189592.0,23
Minnesota,157497.0,17
Mississippi,56221.0,6
Missouri,55715.0,10
Nebraska,520.0,1
Nevada,13159.0,6
New Hampshire,23468.0,4
New Jersey,163724.0,22
New York,934988.0,123
North Carolina,257416.0,37
Ohio,468138.0,68
Oklahoma,36129.0,4
Oregon,34607.0,3
Pennsylvania,488746.0,61
Rhode Island,48370.0,4
Tennessee,144749.0,19
Texas,902733.0,95
Utah,55675.0,9
Virginia,207560.0,30
Washington,405147.0,56
Wisconsin,48723.0,8
