category,month,total_sales,total_profit
Furniture,Sep,177990.0,29603.0
Furniture,Oct,170853.0,31802.0
Furniture,Mar,206823.0,38009.0
Office Supplies,Feb,471148.0,83035.0
Technology,Jul,170594.0,30056.0
Office Supplies,Dec,531223.0,92452.0
Furniture,Aug,165864.0,29780.0
Office Supplies,Jul,453706.0,83578.0
Office Supplies,Jun,431557.0,79520.0
Technology,Sep,150218.0,26975.0
Technology,Dec,206187.0,36319.0
Technology,Jun,193837.0,35107.0
Office Supplies,Jan,502844.0,87179.0
Technology,Aug,170940.0,29839.0
Technology,Oct,213591.0,35593.0
Technology,Jan,175686.0,32136.0
Office Supplies,Mar,528821.0,89477.0
Office Supplies,Aug,460354.0,82114.0
Office Supplies,Sep,460376.0,82276.0
Office Supplies,Oct,519143.0,92151.0
Furniture,Nov,166628.0,28189.0
Office Supplies,Nov,442881.0,74549.0
Technology,May,167949.0,28093.0
Furniture,Feb,132563.0,25008.0
Office Supplies,Apr,459468.0,81274.0
Furniture,Jan,163401.0,28365.0
Furniture,Jun,154848.0,25834.0
Technology,Nov,193197.0,33688.0
Technology,Mar,154789.0,26118.0
Technology,Feb,147701.0,25052.0
Furniture,Apr,171627.0,30061.0
Technology,Apr,211028.0,35788.0
Furniture,Dec,168278.0,30084.0
Office Supplies,May,508058.0,90330.0
Furniture,Jul,138596.0,24280.0
Furniture,May,164103.0,30567.0
