state,total_sales,total_customers
Alabama,45566.0,9
Arizona,253919.0,35
Arkansas,53913.0,3
California,1859785.0,275
Colorado,227558.0,36
Connecticut,73556.0,11
Delaware,68683.0,7
District of Columbia,5512.0,1
Florida,369152.0,51
Georgia,115291.0,20
Illinois,420717.0,70
Indiana,115452.0,18
Iowa,13082.0,4
Kansas,36327.0,4
Kentucky,244612.0,28
Louisiana,46803.0,13
Maryland,21044.0,3
Massachusetts,116234.0,18
Michigan,190893.0,25
Minnesota,157497.0,17
Mississippi,56443.0,7
Missouri,60122.0,13
Nebraska,520.0,1
Nevada,13880.0,7
New Hampshire,23468.0,4
New Jersey,165247.0,23
New Mexico,759.0,2
New York,951291.0,148
North Carolina,261780.0,43
Ohio,474383.0,77
Oklahoma,36356.0,5
Oregon,34607.0,3
Pennsylvania,507727.0,75
Rhode Island,48370.0,4
Tennessee,145594.0,20
Texas,936366.0,117
Utah,55675.0,9
Virginia,209975.0,33
Washington,426290.0,71
Wisconsin,51781.0,12
