category,month,total_sales,total_profit
Furniture,Sep,181489.0,30210.0
Furniture,Oct,172466.0,32004.0
Furniture,Mar,208386.0,38307.0
Office Supplies,Feb,475989.0,83821.0
Technology,Jul,174579.0,30637.0
Office Supplies,Dec,539151.0,93640.0
Furniture,Aug,167786.0,30179.0
Office Supplies,Jul,479518.0,88387.0
Office Supplies,Jun,439817.0,80977.0
Technology,Sep,153820.0,27724.0
Technology,Dec,209034.0,36899.0
Technology,Jun,196982.0,35684.0
Office Supplies,Jan,521109.0,89899.0
Technology,Aug,173420.0,30160.0
Technology,Oct,218285.0,36401.0
Technology,Jan,177955.0,32620.0
Office Supplies,Mar,535645.0,90713.0
Office Supplies,Aug,467221.0,83472.0
Office Supplies,Sep,466920.0,83161.0
Office Supplies,Oct,524294.0,92961.0
Furniture,Nov,168735.0,28633.0
Office Supplies,Nov,448792.0,75685.0
Technology,May,170626.0,28569.0
Furniture,Feb,135031.0,25494.0
Office Supplies,Apr,467128.0,82647.0
Furniture,Jan,166706.0,28988.0
Furniture,Jun,157645.0,26194.0
Technology,Nov,195581.0,33998.0
Technology,Mar,158110.0,26763.0
Technology,Feb,151589.0,25649.0
Furniture,Apr,174848.0,30635.0
Technology,Apr,212827.0,36075.0
Furniture,Dec,173006.0,30899.0
Office Supplies,May,514569.0,91432.0
Furniture,Jul,139956.0,24602.0
Furniture,May,165978.0,30898.0
