region,month_name,total_sales
South,Mar,213227.0
South,Jan,197304.0
East,Apr,326751.0
East,Nov,294688.0
Central,May,248317.0
East,Mar,301219.0
Central,Oct,225840.0
South,Nov,197935.0
Central,Apr,248586.0
South,Jul,135284.0
Central,Mar,264818.0
East,Jan,312775.0
West,Apr,333713.0
East,Sep,287113.0
South,Sep,195693.0
West,Aug,281295.0
Central,Nov,217862.0
South,Feb,182434.0
West,Mar,309782.0
South,Dec,207691.0
East,Feb,301802.0
West,Dec,388931.0
West,Sep,303762.0
Central,Sep,218582.0
South,Aug,184986.0
East,Jun,282878.0
West,Jan,340906.0
South,Apr,206267.0
Central,Dec,252353.0
West,Oct,317561.0
Central,Jun,225759.0
Central,Aug,261565.0
East,Oct,362593.0
West,Jun,318150.0
West,Jul,321875.0
West,Nov,329390.0
East,Dec,336516.0
South,Jun,181288.0
East,Jul,309871.0
East,May,306582.0
South,Oct,218783.0
Central,Jul,258080.0
Central,Jan,245811.0
East,Aug,288244.0
Central,Feb,247794.0
South,May,212868.0
West,May,305723.0
West,Feb,231360.0
