category,month,total_sales,total_profit
Furniture,Sep,174420.0,29090.0
Furniture,Oct,168485.0,31354.0
Furniture,Mar,201108.0,37088.0
Office Supplies,Feb,464215.0,82039.0
Technology,Jul,168117.0,29591.0
Office Supplies,Dec,519651.0,89999.0
Furniture,Aug,162794.0,29218.0
Office Supplies,Jul,444924.0,82230.0
Office Supplies,Jun,421517.0,77519.0
Technology,Sep,146985.0,26500.0
Technology,Dec,193269.0,33482.0
Technology,Jun,182977.0,33473.0
Office Supplies,Jan,490386.0,84943.0
Technology,Aug,167751.0,29336.0
Technology,Oct,211969.0,35266.0
Technology,Jan,169297.0,31090.0
Office Supplies,Mar,511273.0,85485.0
Office Supplies,Aug,445913.0,79711.0
Office Supplies,Sep,451177.0,80618.0
Office Supplies,Oct,510646.0,90693.0
Furniture,Nov,161225.0,27346.0
Office Supplies,Nov,427501.0,71893.0
Technology,May,163654.0,27324.0
Furniture,Feb,130621.0,24733.0
Office Supplies,Apr,450093.0,79841.0
Furniture,Jan,159656.0,27739.0
Furniture,Jun,138465.0,22754.0
Technology,Nov,190013.0,33187.0
Technology,Mar,153476.0,25880.0
Technology,Feb,145368.0,24591.0
Furniture,Apr,168253.0,29422.0
Technology,Apr,200809.0,33707.0
Furniture,Dec,161208.0,28765.0
Office Supplies,May,487678.0,86917.0
Furniture,Jul,134919.0,23569.0
Furniture,May,160788.0,29990.0
