region,month_name,total_sales
South,Mar,193510.0
South,Jan,176476.0
East,Apr,298540.0
East,Nov,270369.0
Central,May,215028.0
East,Mar,278197.0
Central,Oct,201754.0
South,Nov,174017.0
Central,Apr,215834.0
South,Jul,119623.0
Central,Mar,232948.0
East,Jan,284245.0
West,Apr,296765.0
East,Sep,245973.0
South,Sep,173167.0
West,Aug,246391.0
Central,Nov,195001.0
South,Feb,170348.0
West,Mar,275524.0
South,Dec,187586.0
East,Feb,262144.0
West,Dec,340613.0
West,Sep,280157.0
Central,Sep,202506.0
South,Aug,168581.0
East,Jun,256161.0
West,Jan,303678.0
South,Apr,164409.0
Central,Dec,220087.0
West,Oct,278836.0
Central,Jun,206791.0
Central,Aug,220686.0
East,Oct,336006.0
West,Jun,287782.0
West,Jul,290988.0
West,Nov,284850.0
East,Dec,297592.0
South,Jun,157944.0
East,Jul,270891.0
East,May,272724.0
South,Oct,203519.0
Central,Jul,220948.0
Central,Jan,207872.0
East,Aug,261255.0
Central,Feb,225400.0
South,May,194741.0
West,May,277020.0
West,Feb,197027.0
