segment,month_name,total_sales,total_profit
Corporate,Oct,289304.0,50647.0
Home Office,Jul,167445.0,30472.0
Consumer,Jul,413100.0,74213.0
Corporate,Mar,261710.0,44185.0
Consumer,Nov,392315.0,68575.0
Home Office,Aug,140568.0,24420.0
Consumer,Aug,435046.0,79253.0
Corporate,Aug,255229.0,43967.0
Home Office,Apr,154764.0,27594.0
Consumer,Jun,412456.0,73670.0
Consumer,May,436976.0,77262.0
Home Office,Sep,125332.0,22456.0
Corporate,Jul,239045.0,43530.0
Corporate,Dec,307189.0,53783.0
Corporate,May,288433.0,50455.0
Corporate,Apr,284112.0,48535.0
Home Office,May,151820.0,27687.0
Home Office,Jan,154280.0,28510.0
Home Office,Jun,142963.0,27000.0
Consumer,Sep,443077.0,76920.0
Home Office,Mar,171041.0,27328.0
Consumer,Apr,452470.0,80427.0
Home Office,Nov,156532.0,27247.0
Home Office,Oct,178695.0,31344.0
Consumer,Dec,471207.0,84376.0
Corporate,Nov,299345.0,49389.0
Corporate,Sep,257412.0,45904.0
Corporate,Feb,260910.0,42921.0
Home Office,Feb,135200.0,24193.0
Consumer,Mar,486958.0,87109.0
Consumer,Oct,474810.0,85121.0
Corporate,Jan,322247.0,54403.0
Consumer,Jan,418454.0,73920.0
Corporate,Jun,272441.0,48493.0
Home Office,Dec,163775.0,26951.0
Consumer,Feb,396563.0,72950.0
