region,month_name,total_sales
South,Mar,201275.0
South,Jan,187092.0
East,Apr,314171.0
East,Nov,285857.0
Central,May,230804.0
East,Mar,290194.0
Central,Oct,217917.0
South,Nov,187280.0
Central,Apr,243084.0
South,Jul,131240.0
Central,Mar,257952.0
East,Jan,303107.0
West,Apr,316965.0
East,Sep,265341.0
South,Sep,183341.0
West,Aug,273900.0
Central,Nov,212019.0
South,Feb,176434.0
West,Mar,297004.0
South,Dec,201033.0
East,Feb,291104.0
West,Dec,376227.0
West,Sep,297446.0
Central,Sep,211698.0
South,Aug,181116.0
East,Jun,272589.0
West,Jan,329906.0
South,Apr,192279.0
Central,Dec,239740.0
West,Oct,302138.0
Central,Jun,216178.0
Central,Aug,252702.0
East,Oct,349257.0
West,Jun,304962.0
West,Jul,312036.0
West,Nov,322501.0
East,Dec,324097.0
South,Jun,173767.0
East,Jul,292050.0
East,May,301937.0
South,Oct,216412.0
Central,Jul,236437.0
Central,Jan,229462.0
East,Aug,273332.0
Central,Feb,239701.0
South,May,206620.0
West,May,295793.0
West,Feb,224635.0
