category,month,total_sales,total_profit
Furniture,Sep,176502.0,29287.0
Furniture,Oct,169163.0,31480.0
Furniture,Mar,203532.0,37618.0
Office Supplies,Feb,468533.0,82628.0
Technology,Jul,169278.0,29781.0
Office Supplies,Dec,528789.0,91938.0
Furniture,Aug,164139.0,29452.0
Office Supplies,Jul,448040.0,82800.0
Office Supplies,Jun,429043.0,78978.0
Technology,Sep,148287.0,26646.0
Technology,Dec,205104.0,36171.0
Technology,Jun,186383.0,34094.0
Office Supplies,Jan,498380.0,86348.0
Technology,Aug,170208.0,29723.0
Technology,Oct,213084.0,35465.0
Technology,Jan,172629.0,31655.0
Office Supplies,Mar,525312.0,88876.0
Office Supplies,Aug,456072.0,81491.0
Office Supplies,Sep,456499.0,81481.0
Office Supplies,Oct,513903.0,91110.0
Furniture,Nov,164733.0,27883.0
Office Supplies,Nov,438227.0,73739.0
Technology,May,166282.0,27833.0
Furniture,Feb,131107.0,24787.0
Office Supplies,Apr,454705.0,80466.0
Furniture,Jan,161658.0,28067.0
Furniture,Jun,141690.0,23335.0
Technology,Nov,192328.0,33619.0
Technology,Mar,154789.0,26118.0
Technology,Feb,146278.0,24812.0
Furniture,Apr,168838.0,29540.0
Technology,Apr,203123.0,34123.0
Furniture,Dec,166274.0,29847.0
Office Supplies,May,502304.0,89129.0
Furniture,Jul,136888.0,23954.0
Furniture,May,162849.0,30360.0
