segment,month_name,total_sales,total_profit
Corporate,Oct,338238.0,59313.0
Home Office,Jul,213846.0,39365.0
Consumer,Jul,498032.0,87683.0
Corporate,Mar,295986.0,50110.0
Consumer,Nov,483782.0,83275.0
Home Office,Aug,182822.0,33032.0
Consumer,Aug,527042.0,94587.0
Corporate,Aug,293129.0,50699.0
Home Office,Apr,187303.0,32480.0
Consumer,Jun,500062.0,89990.0
Consumer,May,538602.0,95674.0
Home Office,Sep,163860.0,28747.0
Corporate,Jul,284444.0,51331.0
Corporate,Dec,369169.0,63804.0
Corporate,May,326686.0,57429.0
Corporate,Apr,323155.0,55255.0
Home Office,May,190261.0,34540.0
Home Office,Jan,191755.0,35588.0
Home Office,Jun,168813.0,31326.0
Consumer,Sep,525679.0,92396.0
Home Office,Mar,204087.0,33156.0
Consumer,Apr,579192.0,102005.0
Home Office,Nov,189958.0,33418.0
Home Office,Oct,205476.0,36308.0
Consumer,Dec,588105.0,106749.0
Corporate,Nov,350137.0,59857.0
Corporate,Sep,292832.0,51873.0
Corporate,Feb,306614.0,50361.0
Home Office,Feb,159658.0,28706.0
Consumer,Mar,573319.0,101340.0
Consumer,Oct,561732.0,99795.0
Corporate,Jan,381879.0,64168.0
Consumer,Jan,504906.0,88659.0
Corporate,Jun,319080.0,57712.0
Home Office,Dec,204155.0,35125.0
Consumer,Feb,482781.0,88274.0
