category,month,total_sales,total_profit
Furniture,Sep,249984.0,43290.0
Furniture,Oct,232575.0,41969.0
Furniture,Mar,274150.0,50272.0
Office Supplies,Feb,643532.0,114505.0
Technology,Jul,254270.0,43591.0
Office Supplies,Dec,715205.0,124192.0
Furniture,Aug,231595.0,42243.0
Office Supplies,Jul,649205.0,117554.0
Office Supplies,Jun,630470.0,115300.0
Technology,Sep,223891.0,40294.0
Technology,Dec,302810.0,54139.0
Technology,Jun,256618.0,46882.0
Office Supplies,Jan,724324.0,125816.0
Technology,Aug,232187.0,40955.0
Technology,Oct,283396.0,48913.0
Technology,Jan,245871.0,43827.0
Office Supplies,Mar,708714.0,119797.0
Office Supplies,Aug,643623.0,113132.0
Office Supplies,Sep,625260.0,110839.0
Office Supplies,Oct,709105.0,124699.0
Furniture,Nov,216292.0,37294.0
Office Supplies,Nov,660746.0,112390.0
Technology,May,230986.0,39486.0
Furniture,Feb,198942.0,37263.0
Office Supplies,Apr,668555.0,117363.0
Furniture,Jan,225753.0,39753.0
Furniture,Jun,213549.0,37247.0
Technology,Nov,262737.0,47152.0
Technology,Mar,204963.0,35456.0
Technology,Feb,213506.0,34999.0
Furniture,Apr,237114.0,42293.0
Technology,Apr,306732.0,52297.0
Furniture,Dec,265731.0,48295.0
Office Supplies,May,739626.0,132531.0
Furniture,Jul,213066.0,36422.0
Furniture,May,225296.0,41636.0
