region,month_name,total_sales
South,Mar,228006.0
South,Jan,213677.0
East,Apr,364069.0
East,Nov,325182.0
Central,May,265088.0
East,Mar,330267.0
Central,Oct,255766.0
South,Nov,223375.0
Central,Apr,276231.0
South,Jul,154720.0
Central,Mar,292991.0
East,Jan,339572.0
West,Apr,362280.0
East,Sep,312407.0
South,Sep,202844.0
West,Aug,308581.0
Central,Nov,248096.0
South,Feb,205863.0
West,Mar,344575.0
South,Dec,230200.0
East,Feb,328634.0
West,Dec,418026.0
West,Sep,353354.0
Central,Sep,241568.0
South,Aug,203784.0
East,Jun,308999.0
West,Jan,382474.0
South,Apr,222424.0
Central,Dec,274733.0
West,Oct,347788.0
Central,Jun,248083.0
Central,Aug,285030.0
East,Oct,381983.0
West,Jun,344259.0
West,Jul,349718.0
West,Nov,354559.0
East,Dec,365255.0
South,Jun,205887.0
East,Jul,339673.0
East,May,352131.0
South,Oct,247050.0
Central,Jul,280690.0
Central,Jan,268292.0
East,Aug,316057.0
Central,Feb,270793.0
South,May,239644.0
West,May,347402.0
West,Feb,256416.0
