segment,month_name,total_sales,total_profit
Corporate,Oct,424698.0,73018.0
Home Office,Jul,264482.0,48104.0
Consumer,Jul,633877.0,111026.0
Corporate,Mar,350275.0,58466.0
Consumer,Nov,608529.0,104885.0
Home Office,Aug,211548.0,38188.0
Consumer,Aug,633182.0,112952.0
Corporate,Aug,349980.0,60351.0
Home Office,Apr,229363.0,40210.0
Consumer,Jun,621797.0,111574.0
Consumer,May,670838.0,118700.0
Home Office,Sep,211896.0,37537.0
Corporate,Jul,346732.0,61235.0
Corporate,Dec,437868.0,75807.0
Corporate,May,377949.0,67440.0
Corporate,Apr,413033.0,70375.0
Home Office,May,232445.0,42682.0
Home Office,Jan,223542.0,40950.0
Home Office,Jun,211012.0,38362.0
Consumer,Sep,626826.0,111086.0
Home Office,Mar,252224.0,42380.0
Consumer,Apr,681475.0,120479.0
Home Office,Nov,224908.0,39526.0
Home Office,Oct,246825.0,43769.0
Consumer,Dec,720585.0,130598.0
Corporate,Nov,402996.0,69577.0
Corporate,Sep,364290.0,63663.0
Corporate,Feb,391587.0,67422.0
Home Office,Feb,201010.0,36499.0
Consumer,Mar,695608.0,123588.0
Consumer,Oct,663394.0,116484.0
Corporate,Jan,469902.0,80537.0
Consumer,Jan,615692.0,106923.0
Corporate,Jun,379837.0,68121.0
Home Office,Dec,243326.0,41849.0
Consumer,Feb,588631.0,105527.0
