state,total_sales,total_customers
Alabama,79694.0,51
Arizona,379395.0,136
Arkansas,58497.0,8
California,2563939.0,908
Colorado,302464.0,112
Connecticut,88353.0,33
Delaware,104497.0,35
District of Columbia,7388.0,3
Florida,471170.0,150
Georgia,216105.0,115
Illinois,616473.0,234
Indiana,162825.0,64
Iowa,31254.0,21
Kansas,38971.0,6
Kentucky,309094.0,69
Louisiana,72303.0,39
Maryland,45959.0,22
Massachusetts,170277.0,68
Michigan,272231.0,91
Minnesota,222289.0,61
Mississippi,74883.0,28
Missouri,84993.0,39
Nebraska,6313.0,8
Nevada,25419.0,17
New Hampshire,28444.0,13
New Jersey,212672.0,72
New Mexico,13264.0,16
New York,1315590.0,473
North Carolina,404559.0,190
Ohio,611142.0,225
Oklahoma,47985.0,18
Oregon,54549.0,14
Pennsylvania,731589.0,284
Rhode Island,64420.0,21
South Dakota,4821.0,5
Tennessee,200891.0,73
Texas,1275655.0,450
Utah,94746.0,35
Virginia,266387.0,88
Washington,605283.0,225
Wisconsin,98143.0,48
