region,month_name,total_sales
South,Mar,254091.0
South,Jan,243128.0
East,Apr,398393.0
East,Nov,359315.0
Central,May,295569.0
East,Mar,374773.0
Central,Oct,294847.0
South,Nov,242456.0
Central,Apr,315304.0
South,Jul,182108.0
Central,Mar,330279.0
East,Jan,389405.0
West,Apr,415015.0
East,Sep,370777.0
South,Sep,220083.0
West,Aug,348752.0
Central,Nov,277255.0
South,Feb,229787.0
West,Mar,378579.0
South,Dec,248668.0
East,Feb,394288.0
West,Dec,467383.0
West,Sep,401741.0
Central,Sep,269432.0
South,Aug,223219.0
East,Jun,350472.0
West,Jan,433340.0
South,Apr,249852.0
Central,Dec,322499.0
West,Oct,402625.0
Central,Jun,294472.0
Central,Aug,313230.0
East,Oct,424595.0
West,Jun,386547.0
West,Jul,391306.0
West,Nov,393825.0
East,Dec,411528.0
South,Jun,237656.0
East,Jul,394909.0
East,May,379524.0
South,Oct,281665.0
Central,Jul,326168.0
Central,Jan,304662.0
East,Aug,353523.0
Central,Feb,312555.0
South,May,270003.0
West,May,393679.0
West,Feb,290816.0
