segment,month_name,total_sales,total_profit
Corporate,Oct,309840.0,54180.0
Home Office,Jul,192729.0,35423.0
Consumer,Jul,450126.0,80530.0
Corporate,Mar,275392.0,46577.0
Consumer,Nov,423709.0,74302.0
Home Office,Aug,156403.0,27394.0
Consumer,Aug,468232.0,84351.0
Corporate,Aug,268860.0,46332.0
Home Office,Apr,167928.0,30187.0
Consumer,Jun,450874.0,80328.0
Consumer,May,491942.0,87934.0
Home Office,Sep,142499.0,25063.0
Corporate,Jul,254730.0,46348.0
Corporate,Dec,330849.0,57731.0
Corporate,May,299472.0,52456.0
Corporate,Apr,298546.0,50997.0
Home Office,May,163066.0,29562.0
Home Office,Jan,169805.0,31391.0
Home Office,Jun,152478.0,28434.0
Consumer,Sep,481582.0,84126.0
Home Office,Mar,188330.0,30055.0
Consumer,Apr,505045.0,88912.0
Home Office,Nov,170537.0,29833.0
Home Office,Oct,186683.0,32804.0
Consumer,Dec,518018.0,92904.0
Corporate,Nov,327726.0,55147.0
Corporate,Sep,270950.0,48271.0
Corporate,Feb,276545.0,45185.0
Home Office,Feb,144258.0,25877.0
Consumer,Mar,514784.0,92004.0
Consumer,Oct,518100.0,92367.0
Corporate,Jan,348301.0,58353.0
Consumer,Jan,449722.0,79556.0
Corporate,Jun,302480.0,54994.0
Home Office,Dec,185985.0,32021.0
Consumer,Feb,430958.0,79462.0
