region,month_name,total_sales
South,Mar,156996.0
Central,Sep,168461.0
South,Aug,136371.0
South,Jan,137115.0
East,Jun,185482.0
West,Jan,243291.0
South,Apr,129378.0
East,Apr,216115.0
East,Nov,217456.0
Central,Dec,169135.0
West,Oct,234286.0
Central,May,182902.0
Central,Jun,165633.0
East,Mar,216171.0
Central,Aug,173625.0
East,Oct,270104.0
Central,Oct,175877.0
South,Nov,135412.0
West,Jun,220788.0
Central,Apr,186947.0
South,Jul,97280.0
West,Jul,222400.0
West,Nov,237715.0
Central,Mar,211138.0
East,Jan,230208.0
West,Apr,219529.0
East,Sep,204326.0
East,Dec,237116.0
South,Jun,123777.0
East,Jul,205855.0
East,May,220552.0
South,Sep,136339.0
West,Aug,209516.0
South,Oct,164943.0
Central,Jul,173486.0
Central,Jan,162816.0
East,Aug,215540.0
Central,Nov,160403.0
South,Feb,148502.0
West,Mar,230529.0
Central,Feb,179574.0
South,Dec,156670.0
East,Feb,217917.0
South,May,159068.0
West,Dec,275166.0
West,Sep,215404.0
West,May,212636.0
West,Feb,162329.0
